Event ID,Event name,Event type,Case ID,Event date,Event description,Event author,Court/body
7835,Case referred to the European Court of Justice,Other,7325,03/11/2016,The Administrative Court of Berlin transferred the case to the European Court.,,
7834,First Administrative objection is dismissed,Decision,7325,03/09/2015,INEOS had requested for additional information to be taken into account for the allocation of its free emission allowances for the period 2013-2020 through an administrative objection filed on 11/03/2014. This objection was dismissed on 3/09/2015 on the grounds that the data was submitted three years later of the deadline (23/01/2012).,,
7329,Case opened,Filing,7325,29/09/2015,INEOS brought an action before the Administrative Court in Berlin for the rejection of its request to take into account additional information regarding the allocation of free allowances for the trading period 2013-2020.,,
7826,Case decided,Settlement,7326,12/04/2018,"The Court decided that Directive 2003/87/EC precludes national Legislation that taxes, at 80% of their value, greenhouse gas emission allowances allocated free of charge which have been sold or not used by the undertakings subject to the greenhouse gas emission trading scheme.",,
7825,Case referred to the European Court of Justice,Other,7326,15/02/2017,The Regional Court decided to refer the case to the European Court of Justice.,,
7824,Tax on emissions allowances abolished,Other,7326,30/06/2012,"The Slovak Republic has introduced a tax on emission allowances with effect from 01/01/2011. This tax was later abolished. The Authorities were requesting PPC Power to pay the tax for its activities in 2011. PPC power paid for the first half of 2011 requesting repayment on the grounds that the taxation is contrary to EU Law. This request was rejected, at a demand for the second payment was made.",,
7326,Case opened,Filing,7326,25/12/2017,"The Company brought 2 actions against the Tax Administration at the Regional Court of Bratislava, contesting the refusal for repayment and the second payment due for the second semester of 2011.",,
7823,Case decided,Settlement,7327,08/03/2017,"The Court decided in favour of the Ministry. It held that if the operator failed to comply with its obligation to imely inform the competent authority for the cessation of the operation, then a Memeber State may under Directive 2003/87 request the surrender without full or partial compensation. It also concluded that concluded that the allowances issued after an operator has ceased the activities to which those allowances relate, without informing the competent authority beforehand, cannot be classified as emissions allowances within the meaning of Directive 2003/87.",,
7822,Case referred to the European Court of Justice,Other,7327,19/06/2015,,,
7821,Administrative review dismissed,Decision,7327,24/09/2013,The application for administrative review was dismissed.,,
7820,Application for administrative review,Other,7327,08/07/2013,ArcelorMittal borught an application for adminsitrative review against the Decree.,,
7819,Request for surrender of emissions without compensation,Other,7327,06/06/2013,"The Ministry for Sustainable Development issued a Decree reducing the total emissions allowances for 2008-2012, following the company's cease of operations in 2011, and requesting the surrender of 80922 emission allowances without compensation.",,
7325,Case opened,Filing,7327,25/12/2015,ArcelorMittal brought action against the decision of 24/09/2013 before the Luzembourg Administrative Court.,,
7818,Case decided,Settlement,7328,19/01/2017,"The Court decided in favour of the company. It held that the Art. 49(1) of Regulation 601/2012 is invalid since it systematically includes CO2 transferred to another installation in the emissions, regardless of weather the CO2 was emitted into the atmosphere.",,
7817,Case referred to the European Court of Justice,Other,7328,26/06/2015,The Berlin Adminstrative Court referred the case to the European Court of Justice.,,
7816,Request rejected,Decision,7328,29/08/2013,"The Company Schaefer Kalk (installation for the calcination of lime) requested to the German Emissions Trading Authority (DEHSt) the approval of a monitoring plan which asked for authorisation that CO2 transferred to another installation, but not emited into the atmosphere, should not be considered as ""emissions"" under Directive 2003/87. This request was rejected by the DEHSt.",,
7324,Case opened,Filing,7328,10/09/2013,Schaefer Kalk challenged this decision before the Berlin Administrative Court,,
7815,Case decided,Settlement,7329,09/06/2016,"The European Court of Justice ruled in favor of the NEa arguing that: a coal-fired power plan and unburned coal in a storage site constitute one installation covered by the EU ETS, and that coal lost fue to self-heating while in storage could not be regarded as exported fuel for the purpose of monitoring emissions.",,
7814,Case referred to the European Court of Justice,Other,7329,01/04/2015,,,
7813,Nea rejects the objection made by EPZ company,Decision,7329,23/04/2014,"On 8/11/2013 NEa (Netherland's Emissions Authority) refused to approve the modification of the monitoring plan proposed by EPZ, which the company objected. On April 2014 Nea dismissed this objection.",,
7323,Case opened,Filing,7329,25/12/2015,The Compnay EPZ appealed at the Council State the decision of 23/04/2014.,,
7812,Case decided,Settlement,7330,08/09/2016,The Court concluded that a Member State may decline to allocate allowances to an operator for the consumption of heat produced based on the principle that emissions can't be double counted. Member States may also refuse to allocate free allowances for emissions related to the production of measurable heat by burning waste gases.,,
7322,Case opened,Filing,7330,25/12/2015,In November 2013 the Swedish Environmental Protection Agency determined the amount of free emission allowances to be allocated in the third trading period. Eight (8) operators of GHG emitting facilities challenged this decision.,,
7811,Case decided,Settlement,7331,17/11/2015,"The European Court of Justice decided to uphold the penalty arguing that EU legislature must be allowed to broad discretion in areas that entail policital, economic and social choices.",,
7810,Case referred to the EU Court of Justice,Other,7331,21/11/2014,Berlin Court referred the case to the European Court of Justice.,,
7809,Fine imposed related to the EU Directive 2003/87/EC,Other,7331,20/03/2013,"In November 2011 German authorities requested a report of emissions allowances to company Ziegelwerk Höxter GmbH during insolvency procedure, but company refused because it had ceased activities before the procedure began. German authorities imposed a fine of 100 euros per non-surrendered ton of CO2 equivalent.",,
7321,Case opened,Filing,7331,25/12/2015,"Sandra Bitter, in representation of the company, challenged this decision in the Berlin Administrative Court.",,
7808,Case decided,Settlement,7332,26/06/2019,"The Tribunal decided that the NEMA violated the EIA and Audit regulations by granting the License without the proper particiaption process. It found that the EIA study was incomplete and scientifically insufficient. Also it didn't take into account CC. The tribunal ordered Amu Power Company to conduct a new EIA study in compliance with regulations, it should also include all approved architectural and engineering plans for the plant and its ancillary facilities.",,
7807,First hearing,Other,7332,12/05/2017,,,
7806,Tribunal visits site,Other,7332,11/05/2017,Tribunal visits the site of the Proposed project.,,
7805,EIA License issued to Amu Power Company,Other,7332,07/09/2016,The National Environmental Management Authority (NEMA) issued EIA License to Amu Power Comany Limited.,,
7320,Case opened,Filing,7332,07/11/2016,Community in Lamu filed an appeal challenging the issuance of the EIA Licence and the process by which it was obtained.,,
7804,Case decided on Appeal,Settlement,7333,22/12/2011,"Court of appeals reversed the lower court's decision, arguing that common law principles only protected private rights.",,
7803,First decision,Settlement,7333,22/03/2010,"The Court found that the Defendant had an implied authority. To emit some amount of CO2 in generating electricity, but this amount is limited to a reasonable regard and care for people and the environment.",,
7802,Motion for dimissal denied,Decision,7333,22/03/2010,Defendant's motion for summary dismissal is denied.,,
7319,Case opened,Filing,7333,01/07/2009,"Two environmental activists (Gray & Hodgson) suit Macquarie Generation power company, alleging that one of their power stations had been emitting CO2 in a manner harmful for the environment.",,
7801,Case dismissed,Decision,7334,22/08/2019,The Court dismissed the case on account of delay.,,
7800,Retraction and apology by FCPP,Settlement,7334,07/06/2019,The FCPP issued a retraction and apology on their website.,,
7799,Complaint filed,Filing,7334,25/03/2011,"Michael Mann (scientist) filed a claim against Tomothy Ball, the Frontier Centre for Public Policy (FCPP) and another, for defamatory statements on interview inferring that Mann was guilty of fraud relating to Climategate scandal.",,
7318,Case opened,Filing,7334,25/12/2011,,,
8809,Decided,Settlement,7335,25/03/2021,,,
7798,Case decided,Other,7335,03/05/2019,The Court of Appeal for Saskatchewan ruled that the GGPPA is not unconstitutional.,,
7797,Law of interest issued,Other,7335,21/06/2018,"Part 5 of Bill C-74 becomes a law. This is the GHG Pollution Pricing Act (GGPPA) establishes a federal price for GHG emissions in any province/territory that has not implemented carbon pricing regime, effective as of January 2019.",,
7317,Case opened,Filing,7335,01/04/2018,Province of Saskatchewan filed a reference case at the Court of Appeal asking if GGPPA was an unsconstitutional intrusion into provincial jurisdiction.,,
7316,Case opened,Filing,7336,14/02/2019,"Plaintiffs file a constitutional petition against the Federation fo Pakistan, alleging inaction on CC violated their fundamental rights: right to clean an healthy environment, and since CC affect women particularly, right to equal protection under the law.",,
7796,Case decided by EU Court of Justice,Settlement,7337,20/06/2019,The Court of Justice concluded that the facility is not entitled to be allocated free emission allowances.,,
7795,Case referred to the EU Court of Justice,Other,7337,28/11/2017,The Administrative Court referred the case to the EU Court of Justice for a preliminary ruling regarding if this facility was entitiled to GHG allowances free of charge.,,
7315,Case opened,Filing,7337,10/03/2016,ExxonMobil files a challenge against Germany in the Administrative Court in Berlin regarding the free of charge allocation of GHG emission allowances by the German Emissions Trading Authority (DEHSt).,,
7794,Policy of interest modified.,Other,7338,19/06/2019,The Government updated the National Planning Policy Framework (NPPF).,,
7793,Case decided,Settlement,7338,14/05/2019,"The High Court of Justice decided that paragraph 209(a)is unlawful since Government failed to take into account scientific and technical evidence, and since the public consultation process was unfair.",,
7314,Case opened,Filing,7338,22/10/2018,"First hearing - claimants present four grounds for challenge of article 209(a): 1) the Defendant failed to take into account technical evidence; 2) Failure to give effect to the Government's policy to reduce GHG emissions (Climate Change Act 2008); 3) Failure to carry out an EIA; 4) Failure to carry out a lawful consultation exercise in relation with the Framework published in 24/07/2018. Article 209(a): ""Recognise the benefits of on-shore oil and gas development including unconventional hydrocarbons, for the security of energy supplies and supporting the transition to a low-carbon economy; and put in place policies to facilitate their exploitation and extraction"".",,
7792,Case closed,Decision,7339,30/08/2019,"The High Court of Lahore decided: to allow the writ of mandamus, ordering the Government to fulfill its obligations under the law. Additionally, it gave instructions to the government bodies to consider revising requirements and penalties under the Trees Act, publish annual reports on expansion of the forest area, impose penalties against delinquent officers, and to issue directions to the housing societies and authorities to support the planting of trees in the green belt and issue penalties for cutting those trees down.",,
7791,First hearing,Other,7339,05/04/2018,,,
7313,Case opened,Filing,7339,25/12/2018,"Members of civil society file. Suit against Government of Pakistan for failure to plant, protect, manage, preserve and conserve trees and forests in Punjab, resulting in the violation fo the Forest Act (1927) and the Trees Act (1974). They requested a writ of mandamus.",,
7790,Case closed,Decision,7340,02/02/2018,The ICJ rules how much Nicaragua must compensate Cosra Rica for the loss of environmental services (US$ 120.000),,
7789,Case decided,Settlement,7340,16/12/2015,The ICJ determines Nicaragua's activities are unlawful and violated Costa Rica's territorial sovereignty.,,
7312,Case opened,Filing,7340,18/11/2010,"Costa Rica files an action against Nicaragua in the International Court of Justice (ICJ) alleging ""incursion, occupation and use by Nicaragua's army of Costa Rican territory and breaches of Nicaragua's obligation towards Costa Rica"". Costa Rica sought compensation for the loss of environmental goods and services, due to the removal of 300 trees and clearing of 6 ha of land.",,
9641,Rejection,Decision,7341,12/10/2021,,,
8089,Response by defendants,Other,7341,04/05/2020,,,
7311,Case opened,Filing,7341,23/09/2019,"16 children filed a petition alleging that Argentina, Brazil, France, Germany and Turkey violated their rights under the UN Convention on the Rights of the Child (ratified for the 5 countires) by making insufficient cuts to GHG emissions. They ask the Committee make findings regarding CC as a children's rights crisis, and that each respondent has caused and perpetuates CC by knowingly acting in disregard of avaialble scientific evidence.",,
7788,Case closed,Decision,7342,16/09/2019,"The Court decided: it agrees that climate change seriously endangers the future of humanity. Based on the evidence that the Government's objectives will no be achieved, it concluded that citizens in these circumstances can use other means of expression (thay cannot be limited to voting).",,
7787,First hearing,Other,7342,02/09/2019,"The defendants present their case. Experts present evidence on climate change, and the Governments (insufficient) efforts to attain its objectives.",,
7786,Alleged offense occurred,Other,7342,21/02/2019,Two citizens (Delahalle and Goinvic) remove from a city hall in Lyon a portrait of President Macron as a protest for non-compliance with the Paris Agreement.,,
7310,Case opened,Filing,7342,25/12/2019,,,
8677,Court decision,Settlement,7343,22/09/2020,,,
7831,Case decided,Settlement,7343,28/02/2018,"The Court decided that the activities of Trinseo do not fall within the scope of the GHG emission allowance trading scheme established by Directive 2003/87/EC, since it does not generate direct CO2 emissions.",,
7830,Case referred to the European Court of Justice,Other,7343,03/11/2016,"The Administrative court decided to refer the case to the European Court of Justice, the court received the case on 16/11/2016.",,
7829,Application for emission allowances free of charge for Trinseo denied,Decision,7343,17/02/2014,"Trinseo appled for a free allocation of emission allowances for the period 2013-2020, which was denied by the German Emissions Trading Authority (DEHSt) on the grounds that polycarbonate is not included in the list of groups of substances for TEHG. Trinseo appealed this decision, and this appeal was dismissed.",,
7309,Case opened,Filing,7343,25/12/2019,"NGO ClientEarth filed lawsuit against Polska Grupa for their plant Belchatow to prevent them from burning lignite. According to ClientEarth, Belchatow is the largest GHG emiter in the EU.",,
7833,Case dismissed,Decision,7344,21/06/2018,The Court decided to dismiss the action and ordered the Republic of Poland to pay the costs incurred by the European Parliament and the Council of the European Union.,,
7832,Contested decision adopted,Other,7344,06/10/2015,The proposal for the establishment and operation of a market stability reserve for the EU GHG emissions trading scheme is adopted.,,
7785,First hearing,Other,7344,01/10/2019,Court analyzed case for the first time - administrative judge ordered the parties to provide their written positions on the issues raised.,,
7308,Case opened,Filing,7344,04/01/2016,The Republic of Poland contested EU decision on the grounds that it affects a Member State's choice between different energy sources and the general structure of its energy supply.,,
7828,Case decided,Settlement,7345,18/01/2018,,,
7827,Case referred to the European Court of Justice,Other,7345,24/01/2017,,,
7784,Case decided(decision appealed),Settlement,7345,20/08/2019,"The Court decided: it annulled the E.R. 1113/2018, but considers Chile's international commitments don't impose that climate change is considered in EIA. It annulled the approval of the EIA on other grounds. The operator has appealed this decision.",,
7783,Claim filed,Filing,7345,08/11/2018,The plaintiffs file a claim againts E.R. 1113/2018at the Environmental Court of Valdivia.,,
7782,First hearing,Other,7345,21/02/2018,"Plaintiffs present first petition to theExecutive Director of the Environmental Evaluation Service (SEA) to cancel the approval of the EIA of the project “Incorporation of blasting as a complementary method in the mechanical extraction of sterile material in the Winter Mine.""",,
7781,Exempt Resolution issued,Other,7345,24/09/2018,The Executive Director of SEA issues the Exempt Resolution No. 1113 - rejects the pleintiffs petition.,,
7307,Case opened,Filing,7345,01/11/2018,,,
7780,Case decided,Settlement,7346,24/01/2018,"Court decided - it annulled the Environmental Assessment Service's approval of the project since it failed to provide sufficient compensation for disruption to wetlands and forests. It ordered that the assessment procedure be reopened. It also concluded that the EIA needs to only analyze local impacts, hence climate concerns can be excluded.",,
7779,First hearing,Other,7346,20/09/2016,The plaintiffs present their case at the Environmental Court of Valdivia.,,
7778,Exempt Resolution issued,Other,7346,05/08/2016,The Executive Director of the Environmental Evaluation Service (SEA) issues the Exempt Resolution No. 0914 in relation to the proposed hydroelectric project Central Hidroélectrica Cuervo in the region of Aysén.,,
7306,Case opened,Filing,7346,25/12/2016,,,
7777,External Contribution filed,Other,7347,15/10/2019,"NGO ""Notre affaire à tous"" (NAAT) files an external contribution at the French Constitutional Council, arguing that the bill does not comply with the environmental obligation of vigilance.",,
7776,Law of interest passed,Other,7347,26/09/2019,Parlament adopted the Law Energy-Climat,,
7305,Case opened,Filing,7347,25/12/2019,,,
7775,Case decided,Settlement,7348,24/02/2016,Court found them guilty of aggravated trespass and entering a security restricted area of an aerodrome without permission. They were sentenced to unpaid work hours.,,
7774,Alleged offense occurred,Other,7348,13/07/2015,"Climate activists occupy northern runway of Heathrow Airport, protesting against airport expansion.",,
7304,Case opened,Filing,7348,25/12/2016,,,
7773,Case closed,Decision,7349,12/06/2018,"Defendants were convicted of public nuisance, and the judge determined that their conduct crossed the ""custody threshold"" justifying a sentence of detention.",,
7772,Alleged offense occurred,Other,7349,25/07/2017,Protesters block road for 11 hours preventing work to be done. They protest against the authorisation to Cuadrilla by the Oil and Gas Authority to begin fracking to explore for shale gas at a site near Preston New Road.,,
7303,Case opened,Filing,7349,25/12/2018,,,
7965,Case decided,Settlement,7352,28/02/2018,,,
7328,Case opened,Filing,7352,02/10/2015,Trinseo brought legal action against the decision of DEHSt.,,
7966,Judgment,Settlement,7355,18/01/2018,,,
7327,Case opened,Filing,7355,29/09/2015,"INEOS brought proceedings before the Administrative Court in Berlin for the refusal of its request for emission allowances free of charge made on 23/01/2012, denied on 19/02/2014, appealed and denied again in 14/09/2015.",,
8118,Case filed,Filing,7361,14/01/2019,,,
7903,Permit quashed,Settlement,7361,10/07/2019,,,
7902,Permit to build granted,Other,7361,01/12/2018,,,
10090,Decision,Decision,7362,15/12/2021,Court of Cassation overturned the judgment of the Versailles Court of Appeal,,
10089,Request granted,Decision,7362,10/12/2020,,,
8102,Court decision,Decision,7362,30/01/2020,,,
7904,Request filed,Filing,7362,23/10/2019,,,
10036,Case dismissed,Decision,7363,27/10/2020,,,
7911,Complaint filed,Filing,7363,25/10/2019,,,
9453,Discontinued by the NCP,Decision,7364,20/02/2020,,,
7912,Complaint filed,Filing,7364,04/04/2019,,,
9372,Complaint communicated by UN Special Procedures,Other,7365,15/09/2020,,,
7914,Complaint filed,Filing,7365,16/01/2020,,,
10126,Dismissal of case against Blackmore et al,Other,7366,30/01/2021,,,
10125,Conviction of Melanie Edwards,Other,7366,19/11/2019,,,
10124,DLR three convicted,Other,7366,19/12/2021,,,
10123,Shell Six Acquitted,Other,7366,23/04/2021,,,
10122,High Court judgment overturning acquittal of Angela Ditchfield,Other,7366,12/01/2021,,,
7915,Acquittal of Angela Ditchfield,Other,7366,01/11/2019,,,
10487,Final appeal filed to Supreme Court,Filing party appeal,7367,06/05/2022,,,
10486,Osaka High Court upheld lower court's decision,Decision,7367,26/04/2022,,,
10485,Case appealed,Filing party appeal,7367,26/03/2021,,,
10484,Osaka District Court dismissed claim,Decision,7367,15/03/2021,,,
7916,Administrative action filed,Filing,7367,19/11/2018,,,
7917,Complaint filed,Filing,7368,14/09/2018,,,
7918,Complaint filed,Filing,7369,27/05/2019,,,
7919,Complaint filed,Filing,7370,16/12/2019,,,
9431,Filing,Filing,7371,01/12/2018,,,
8733,Geneva protester acquitted,Settlement,7371,01/12/2020,,,
8680,Court overturned decision,Settlement,7371,24/09/2020,,,
8108,Case decided,Settlement,7371,13/01/2020,,,
7920,Activists break into a Credit Suisse branch,Other,7371,01/11/2018,twelve climate activists wearing white sports clothes and wigs staged a tennis match at a Lausanne branch of Credit Suisse to protest the bank's fossil fuel investments and pressure tennis star Roger Federer to end his sponsorship arrangement with the institution,,
7922,Decision found admissible,Settlement,7372,07/01/2020,,,
7921,Complaint filed,Filing,7372,15/09/2015,,,
7923,Complaint filed,Filing,7373,12/11/2019,,,
7925,case decided,Settlement,7374,12/01/2018,,,
7924,Appeal filed,Filing,7374,25/12/2017,Appeal of the dismissal by the Administrative Court of the challenge to a 2016 government decision to allowing exploratory wells and associated monitoring to test the feasibility of the commercial extraction of shale gas at two sites in Lancashire,,
7927,Repsol appeal,Filing,7375,01/03/2019,"Repsol appealed BEIS's Notice of Recovery, bringing three claims before the Tribunal General Regulatory Chamber",,
7926,Appeal dismissed,Decision,7375,18/11/2019,,,
7931,Case decided,Settlement,7376,22/01/2020,,,
7930,Case opened,Filing,7376,25/12/2019,,,
9207,Appeal documents filed,Other,7377,30/04/2021,,,
8742,Appeal by plaintiffs,Filing party appeal,7377,10/12/2020,,,
8741,Opinion issued,Decision,7377,16/11/2020,,,
7935,Case opened,Filing,7377,01/02/2020,,,
7937,Case decided,Settlement,7378,18/02/2020,"a judge of the South African High Court found that the respondents had made several errors and remanded with instructions to, among other things, reconsider the decision's effect on existing rights related to the aquifer ""in the context of climate change and water scarcity.""",,
7936,Case opened,Filing,7378,25/12/2019,,,
8684,Case dismissed,Decision,7379,30/09/2020,,,
7938,Complaint filed,Filing,7379,20/02/2020,,,
7940,Case decided,Settlement,7380,24/02/2020,,,
7939,Suit filed,Filing,7380,01/06/2019,,,
10375,Appeal granted,Decision,7382,31/03/2022,Supreme Court granted leave to appeal.,,
9659,Appeal dismissed,Decision,7382,21/10/2021,,,
7943,Case decided,Filing,7382,06/03/2020,,,
7957,Complaint filed,Filing,7383,11/03/2020,,,
10426,Supplemental brief filed,Other,7384,23/09/2021,,,
10425,Amicus Curie filed,Other,7384,30/09/2021,,,
10424,Additional complaint filed,Other,7384,16/02/2022,,,
9325,Supplemental Brief (3) submitted,Other,7384,15/04/2021,,,
8800,Supplemental Brief (2) submitted,Other,7384,26/01/2021,,,
8799,Supplemental Brief (1) submitted,Other,7384,28/09/2020,,,
8798,Supplemental complaint submitted,Other,7384,15/05/2020,,,
7958,Complaint filed,Filing,7384,13/03/2020,,,
7964,case decided,Settlement,7385,21/06/2018,,,
7963,Case filed,Filing,7385,25/12/2016,,,
7973,Judgment,Settlement,7386,13/07/2017,The ECJ has annulled the Commission’s decision refusing the full access to the documents requested by Saint-Gobain.,,
7972,Appeal,Filing party appeal,7386,11/02/2015,Saint-Gobain lodged an appeal before the Court of Justice (ECJ).,,
7971,Case dismissed,Decision,7386,11/12/2014,The General Court of Justice (EGC)dismissed the action.,,
7970,Case opened,Filing,7386,31/10/2012,Saint-Gobain brought an action against the European Commission decision before the General Court of Justice (EGC).,,
7980,Case decided,Settlement,7387,17/05/2018,,,
7979,Case referred,Decision,7387,07/08/2017,"The Administrative Court, Berlin, referred the question to the Court of Justice.",,
7978,Appeal,Filing,7387,25/08/2015,Evonik Degussa appealed this decision before the Administrative Court in Berlin.,,
7977,Decision confirmed,Other,7387,25/08/2015,"German authorities confirmed their original decision that the hydrogen was already present in the rich gas source streams, and it was not the result of a production by Evonik Degussa.",,
7976,Decision adopted,Other,7387,17/02/2014,The German authorities made a decision to allocate Evonik Degussa allowances for the years 2013-2020.,,
8057,Final decision,Settlement,7388,26/11/2009,,,
8056,Report of the review,Filing,7388,28/08/2009,,,
8059,Final decision,Settlement,7389,15/06/2008,,,
8058,Report of the review,Filing,7389,17/04/2008,,,
8061,Final decision,Settlement,7390,26/06/2019,,,
8060,Report filed,Filing,7390,19/02/2019,,,
8063,Final decision,Settlement,7391,30/08/2018,,,
8062,Report filed,Filing,7391,23/03/2018,,,
8065,Final decision,Settlement,7392,28/06/2010,,,
8064,Report filed,Filing,7392,17/03/2010,,,
8067,Final decision,Settlement,7393,27/08/2011,,,
8066,Report filed,Filing,7393,17/05/2011,,,
8069,Final decision,Settlement,7394,12/01/2011,,,
8068,Report filed,Filing,7394,11/06/2011,,,
8071,Final decision,Settlement,7395,07/09/2016,,,
8070,Report filed,Filing,7395,19/04/2016,,,
8073,Final decision,Settlement,7396,21/12/2011,,,
8072,Report filed,Filing,7396,16/09/2011,,,
8075,Final decision,Settlement,7397,17/08/2012,,,
8074,Report submitted,Filing,7397,17/05/2012,,,
9400,Filing,Filing,7398,01/01/2019,,,
8076,Case decided,Settlement,7398,18/12/2019,,,
9401,Filing,Filing,7399,01/01/2019,,,
8077,Case decided,Settlement,7399,05/03/2019,,,
10496,Decision,Decision,7401,03/02/2021,,,
8079,Public civil action filed,Filing,7401,02/07/2019,,,
10309,Final Statement Issued,Decision,7402,15/01/2021,Final statement issued by NCP; concurrence not achieved by the parties.,,
8082,Complaint filed,Filing,7402,18/09/2018,,,
8084,Case decided,Settlement,7403,19/04/2019,,,
8083,Complaint filed,Filing,7403,08/05/2017,,,
8086,Case decided,Settlement,7404,13/03/2012,,,
8085,Complaint filed,Filing,7404,28/11/2011,,,
8088,Case decided,Settlement,7405,20/11/2007,,,
8087,Complaint filed,Filing,7405,07/05/2007,,,
9625,Ruling,Other,7406,03/02/2021,,,
9624,Decision,Decision,7406,15/10/2021,,,
8199,Government asking for case dismissal,Other,7406,26/06/2020,,,
8092,summary request sent,Filing,7406,14/03/2019,,,
8091,Request rejected by the government,Other,7406,15/02/2019,,,
8090,Letter of formal notice sent,Pre-action event,7406,17/12/2018,,,
9392,Filing,Filing,7407,01/01/2017,,,
8094,Permission revoked,Settlement,7407,02/02/2017,The Austrian Federal Administrative Court overturned the decision of approval of the construction of a third runway at Vienna's main airport.,,
8093,Permission granted,Decision,7407,01/03/2018,"The previous decision is repealed, the authorisation for the third runway is granted.",,
8815,Dismissed,Decision,7409,25/03/2021,,,
8100,case opened,Filing,7409,23/05/2018,,,
8099,case decided,Decision,7409,08/05/2019,,,
8098,appeal filed,Filing party appeal,7409,11/07/2019,,,
8101,Objection lodged,Filing,7410,13/05/2020,,,
8817,Appeal dismissed,Decision,7411,21/01/2021,,,
8104,Case decided,Decision,7411,22/05/2020,,,
8103,Complaint filed,Filing,7411,30/01/2020,,,
9450,Decided,Decision,7412,26/08/2021,,,
8105,Complaint filed,Filing,7412,20/04/2020,,,
8406,Permission to appeal refused,Decision,7413,31/07/2020,,,
8107,Case rejected,Decision,7413,06/04/2020,,,
8106,Suit filed,Filing,7413,27/03/2020,,,
8116,Case filed,Filing,7414,01/05/2020,,,
8117,Court hearing,Filing,7415,22/05/2020,,,
8729,Case filed,Filing,7416,11/05/2020,,,
8155,Challenge dismissed,Decision,7449,01/04/2020,,,
8154,Case filed,Filing,7449,01/05/2018,,,
8215,Amended summons filed by plaintiffs,Filing,7454,29/06/2020,,,
8186,Judicial review sought,Pre-action event,7454,18/05/2020,,,
8211,Lawsuit admitted,Interim decision,7455,25/06/2020,,,
8210,Direct action filed,Filing,7455,05/06/2020,,,
8214,Case filed,Filing,7456,05/06/2020,,,
8237,Case decided,Settlement,7457,17/01/2019,,,
8236,Applications dismissed,Decision,7457,04/12/2018,,,
8235,Case opened,Filing,7457,01/12/2018,,,
10092,Decision issued,Other,7458,28/12/2021, Supreme Court decided to combine all the related cases and will hand down one decision,,
10091,Decision issued,Other,7458,11/08/2020,Supreme Court issued first decision in one related case.,,
8238,Class action filed,Filing,7458,03/07/2020,,,
9060,Petition granted,Decision,7459,29/04/2021,,,
8239,Case filed,Filing,7459,01/02/2020,,,
8242,Final assessment made,Decision,7460,26/07/2019,,,
8241,Agreement reached,Settlement,7460,01/04/2019,,,
8240,Case filed,Filing,7460,01/08/2018,,,
8243,Case filed,Filing,7461,04/05/2020,,,
10501,Filing of Third Further Amended Statement of Claim by claimant,Other,7462,28/10/2021,,,
10500,Strike-out judgement issued,Decision,7462,08/10/2021,,,
8248,Case filed,Filing,7462,22/07/2020,,,
10308,Claim found inadmissible and unsubstantiated,Decision,7463,16/11/2021,,,
8306,Case filed,Filing,7463,27/07/2020,,,
8466,Case rejected on appeal,Decision,7464,16/06/2016,,,
8465,Proposed resolutions rejected,Settlement,7464,31/07/2015,,,
8464,Complaint filed,Filing,7464,14/10/2014,,,
8487,Case decided,Settlement,7465,12/10/2010,,,
8486,Case opened,Filing,7465,01/09/2009,,,
8490,Second decision,Settlement,7466,15/12/2017,,,
8489,First decision,Settlement,7466,25/08/2017,,,
8488,Case opened,Filing,7466,01/01/2017,,,
8494,Appeal dismissed,Decision,7467,25/08/2006,,,
8493,Preliminary approval granted,Settlement,7467,19/01/2006,,,
8492,Information request filed by council,Filing,7467,21/11/2005,,,
8491,Application filed,Filing,7467,07/11/2005,,,
8496,Case decided,Settlement,7468,04/04/2013,,,
8495,Case opened,Filing,7468,29/01/2020,,,
8499,Case decided,Settlement,7469,16/06/2016,,,
8498,Case opened,Filing,7469,16/05/2016,,,
8501,Case decided,Settlement,7470,14/01/2015,,,
8500,Case opened,Filing,7470,09/12/2014,,,
8536,Case decided,Settlement,7471,28/08/2020,,,
8535,Case appealed,Responding party appeal,7471,01/01/2020,,,
8534,Case filed,Filing,7471,01/09/2019,,,
10112,Decision,Decision,7472,04/02/2021,Court rejected motion ,,
8537,Case filed,Filing,7472,02/09/2020,,,
8629,Complaint filed,Filing,7473,07/01/2018,,,
8631,Case decided,Settlement,7474,09/09/2020,,,
8630,Case filed,Filing,7474,04/09/2020,,,
8632,Case filed,Filing,7475,02/09/2020,,,
10312,Judgment overturned,Decision,7476,15/03/2022,,,
9609,Appeal filed,Responding party appeal,7476,13/09/2021,,,
9371,Judgment issuing declaration,Decision,7476,08/07/2021,,,
9195,Judgment in favour of youth claimants,Decision,7476,27/05/2021,,,
8633,Case filed,Filing,7476,08/09/2020,,,
8635,Case decided,Settlement,7477,10/05/2018,,,
8634,Hearing,Filing,7477,02/05/2018,,,
8637,Case decided,Settlement,7478,12/06/2015,,,
8636,Case filed,Filing,7478,01/05/2015,,,
8639,Case decided,Settlement,7479,31/07/2018,,,
8638,Case opened,Filing,7479,15/05/2018,,,
8641,Case closed,Settlement,7480,11/12/2018,,,
8640,Case filed,Filing,7480,24/10/2018,,,
8643,Case decided,Settlement,7481,16/12/2015,,,
8642,hearing,Filing,7481,09/11/2015,,,
8644,Case filed,Filing,7482,17/05/2017,,,
8650,Case filed,Filing,7483,29/11/2017,,,
8651,Case filed,Filing,7484,20/12/2017,,,
