"Id","Title","Link","Legislation type","Description","Parent","Parent Id","Geography","Geography iso","Sectors","Frameworks","Responses","Keywords","Natural hazards","Document types","Instruments","Governances","Litigation ids","Visibility status"
"8497","National Climate Change Adaptation Strategy","https://climate-laws.org/geographies/malta/policies/national-climate-change-adaptation-strategy-9e4ff6d6-5735-4789-967d-f769199b0db0","executive","<div>The National Strategy for Climate Change and Adaptation was published in May 2012 by the Ministry for Resources and Rural Affairs. It sets out the government's vision on the strategic climate impacts and vulnerability of the water, agriculture, human health and tourism sectors. The document subsequently outlines sectoral action plans to develop Malta's adaptation effort in conjunction with its mitigation targets.<br>&nbsp;<br>The document strengthens the Malta Resouces Authority (MRA) administrative capabilities and missions. It sets up the Education and Communications Unit within the Climate Change Division of the MRA. The document also highlights the need to increase energy efficiency and conservation in the building sector. It establishes climate change adaptation, including adverse effects on water cycles and temperature intensity, at the core of agriculture policies forward.</div>","","","Malta","MLT","Water;Tourism;Health;Energy;Residential and Commercial;Agriculture","Adaptation","Adaptation","Adaptation;Institutions / Administrative Arrangements;Energy Demand","Floods;Droughts;Changes In Soil Quality;Heat Waves And Heat Stress;Soil Erosion;Changes In Surface Water;Changes In Average Temperature","Strategy","Monitoring and evaluation|Governance and planning;Developing plans and strategies|Governance and planning;Designing processes|Governance and planning;Research and development|Capacity-building;Knowledge generation|Capacity-building;Building codes|Regulation","","","published"
"8495","National Climate Change Adaptation Policy","https://climate-laws.org/geographies/dominica/policies/national-climate-change-adaptation-policy","executive","<div>The National Climate Change Adaptation Policy was adopted in 2002 by the Cabinet following the Initial National Communication to the 2002 UNFCCC Conference of the Parties. The Policy aims at fostering and guiding a national action plan to address short, medium and long term effects of Climate Change while providing the greatest possible quality of life to the population.<br>&nbsp;<br>The Policy seeks to reduce effects of Climate Change on the natural environment, on the economy, to human settlements and physical infrastructure and on human health. It also aims at improving knowledge and understanding of Climate Change, while conducting systematic research.</div>","","","Dominica","DMA","Health;Economy-wide","Adaptation","Adaptation","Adaptation;Research And Development","","Policy","Developing plans and strategies|Governance and planning;Knowledge sharing and dissemination|Capacity-building;Knowledge generation|Capacity-building;Capacity-building - general|Capacity-building","","","published"
"8492","Low-Carbon Climate-Resilient Development Strategy 2012-2020","https://climate-laws.org/geographies/dominica/policies/low-carbon-climate-resilient-development-strategy-2012-2020","executive","<div>The Low-Carbon Climate-Resilient Development Strategy is a broad governmental document aimed at providing Dominica with a green, productive economy, and developing sectoral pathways to concile mitigation, adaptation and social development goals including poverty alleviation. The Strategy acts as a supporting platform to the Growth and Social Protection Strategy (GSPS) that is updated every four years.<br>&nbsp;<br>The strategy outlines a number of ideas to reduce the carbon intensity and enhance the security of supply of its energy sector. It encourages an increase in renewables energy, especially geothermal energy. Hydro, solar, wind, wave and biomass are intended to represent commercial scale options by 2020, including in the production of biofuels. Energy efficiency is promoted as well.<br>&nbsp;<br>The Strategy sets the goals of the 2014 National Land Use Policy (NLUP) as developing sustainable land management, protecting carbon sinks, and enhancing the resilience of natural ecosystems. It further highlights the necessity to make the agricultural sector resilient to a adverse meteorological and climate events.<br>&nbsp;<br>The Strategy seeks regional collaboration and international cooperation via the Caribbean Planning for Adaptation to Climate Change scheme and the UNFCCC negotiation and accounting processes. Regional efforts are centred on adaptation. A national policy, legal and institutional update is theorised alongside, and notably leads to the GSPS and NLUP.<br>&nbsp;<br>The Strategy also details investment program components the country must acquire to enable climate change finance.</div>","","","Dominica","DMA","Transportation;Social development;Energy;Economy-wide;Residential and Commercial;Agriculture","Adaptation;Mitigation","Adaptation;Mitigation","Adaptation;Institutions / Administrative Arrangements;Energy Supply;Energy Demand;Redd+ And Lulucf","","Strategy","Multi-level governance|Governance and planning;Ecosystem restoration and nature based solutions|Direct investment;Capacity-building - general|Capacity-building","","","published"
"8487","Law no. 2017-1839 on the end of exploration and exploitation of hydrocarbons and diverse dispositions related to energy and the environment","https://climate-laws.org/geographies/france/laws/law-no-2017-1839-on-the-end-of-exploration-and-exploitation-of-hydrocarbons-and-diverse-dispositions-related-to-energy-and-the-environment","legislative","<div>The law no. 2017-1839, voted in its final version on December 19th, 2017, and published on December 31st, 2017, modifies a number of articles from the French <a href=""http://codes.droit.org/CodV3/minier.pdf"">mining code</a> and imposes an end to all activities of exploration and exploitation of hydrocarbon fossil fuels on the French territory, including the exclusive economic zone and the continental plateau, by 2040. The ban includes gas, oil and coal, and stipulates that no further permit will be granted by the government.<br>&nbsp;<br> Permits already attributed can keep exploration and extraction activities ongoing. Permits currently being revised won't be able to seek exploitation beyond January 1st, 2040, unless the permit holder demonstrates to the administrative authority that the limited concession time does not allow to recover costs. In that case, the authority establishes modalities to take exploration and exploitation costs into account within the Conseil d'Etat decree under art. L. 132-2. Art L. 111-7 states that exploitation permit holders are still entitled to extract new substances mentioned in art. L.111-6 if the given holder can demonstrates the connexion with fuels already being extracted, and economic profitability. A derogation to the present law has been issued to allow for sulfur exploitation in the Lacq bassin to keep going.<br>&nbsp;<br> Art. L. 132-12-1. mentions that five years prior to the end of the concession, the permit holder has to send a report to the administration presenting the reconversion potential of existing installations for other ground activities, including geothermal power, or other economic activities, in particular the implementation of renewable energies.<br>&nbsp;<br> Art. 6 on hydraulic fracturation revises the mining code's art. L.111-13 to expand the ban to other techniques that would lead to a pore pressure higher than lithostatic pressure in the geologic shell, excluding punctual maintenance operations or safety reasons.<br>&nbsp;<br> Art 9 stipulates that fossil fuels importing companies shall make public, yearly from January 1st, 2019, the greenhouse gases emissions unitary intensity over the full life-cycle per unit of energy of imported hydrocarbons. The State issues by annual decree the calculation mode, premising emissions factors differentiated by fuel type.<br>&nbsp;<br> Chapter IV, art. 18, revises art. l. 661-4 so that biofuels and bioliquids must represent a potential of greenhouse gases emissions reduction of at least 50% compared to fossil fuels, in the case of biofuels produced in installations having started production before October 5th, 2015. The rate is 60% for installations having started production after that date, and after January 1st, 2018, for installations located in third countries.<br>&nbsp;<br> Chapter V, art. 21 revises art. L. 222-9 to set national objectives on anthropogenic atmospheric pollutants emissions reductions.<br>&nbsp;<br> Chapter VI, art.20 revises art. L.2224-37 of the general code of territorial collectivities to allow mayors to create and manage charging infrastructures necessary to the use of electric and hybrid vehicles, and boats. Infrastructures related to gas and hydrogen charging stations for vehicles and boats are also allowed.</div>","","","France","FRA","Transportation;Energy","","Mitigation","Institutions / Administrative Arrangements;Energy Supply;Energy Demand;Ban;Fossil Fuels Curbing Measures","","Law","Zoning and spatial planning|Regulation;Standards and obligations|Regulation;Multi-level governance|Governance and planning;Monitoring, Reporting, Verification|Governance and planning;Capacity-building - general|Capacity-building","","7398","published"
"8485","National Policy for the Adaptation to Climate Change","https://climate-laws.org/geographies/bahamas-the/policies/national-policy-for-the-adaptation-to-climate-change","executive","<div>The National Policy for the Adaptation to Climate Change recognises the country's potentially high vulnerability to adverse effects of climate change. It assesses national weaknesses by economic sectors; notably coastal and marine resources, terrestrial biodiversity, agriculture and forestry, human settlements, health, water resources, energy and transportation, tourism, finance and insurance. It evaluates current capacity for adaptation and suggests strategies to protect the country in the future via a plan of action.<br>&nbsp;<br>The Policy is a general document announcing sectoral plans to be developed in an array of domains. It includes mitigation goals, notably through the objective of fostering the use of renewables and decrease of fossil fuels in the energy mix, enacted in the Electricity Act of 2015. It also elaborates adaptation policies in the forestry sector, enacted in the Forestry Act 2010 via the Regulations 2014. It seeks to improve popular knowledge on climate change, conduct appropriate research in the Bahamas and reorganise institutional systems and management mechanisms to ensure effective planning. The document aims at institutionalising and detailing the missions of the National Climate Change Committee.</div>","","","Bahamas, The","BHS","Environment;Water;Transportation;Tourism;LULUCF;Health;Energy;Agriculture","Adaptation","Adaptation;Mitigation","Adaptation;Institutions / Administrative Arrangements;Research And Development;Energy Supply;Energy Demand;Redd+ And Lulucf;Transportation","","Policy","Developing plans and strategies|Governance and planning;Designing processes|Governance and planning;Knowledge sharing and dissemination|Capacity-building;Knowledge generation|Capacity-building;Capacity-building - general|Capacity-building","","","published"
"8477","National Law on Climate Change no. 5875","https://climate-laws.org/geographies/paraguay/laws/national-law-on-climate-change-no-5875","legislative","<div>Law no. 5875/17 on Climate Change establishes a normative framework in Paraguay for mitigation and adaptation, in line with its adhesion to the Paris Agreement and the National Development Plan. It aims in particular at implementing actions that reduce the country's vulnerabilities to climate change and actions which allow to reduce its greenhouse gases emissions. These actions will be developed in a National Plan for Climate Change which will detail and actualise the dedicated policies.<br>&nbsp;<br>&nbsp;The law further mandates the creation of a number of institutions: 1) the National Commission on Climate Change as an multi institutional body in charge of setting up and updating the country's policy strategies, 2) a National Directorate on Climate Change as the executive body in charge of applying climate change policies, and 3) the Climate Change Fund that will be under managed by the executive's Environment Secretariat (Seam). More broadly, the Secretariat will oversee public and private funds directed towards mitigation and adaptation.<br>&nbsp;<br>&nbsp;The Decree no. 14.943/01, implementing the National Climate Change Program, will be updated in accordance with the new law.</div>","","","Paraguay","PRY","","Adaptation;Mitigation","Adaptation","Adaptation;Institutions / Administrative Arrangements","","Law","Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning;Capacity-building - general|Capacity-building","","","published"
"8471","Strategy on Climate Change","https://climate-laws.org/geographies/kosovo/policies/strategy-on-climate-change","executive","<div>This strategy aims at making Kosovo resilient to climate change risks, foster sustainable development and exploit the potential benefits arising from climate change mitigation and adaptation actions. It gathers the Low Emission Development Strategy and National Adaptation Strategy in one policy document. The document calls for increasing energy efficiency in all sectors, develop renewable energy sources and the sustainable use of natural resources, through the Low Emission Development Strategy. It further seeks to improve disaster risk reduction measures by introducing new mechanisms, especially in sectors of primary economic importance, through the National Adaptation Strategy.&nbsp;<br><br>Further goals are 1) expanding the capacity of adapting natural systems, in particular vulnerable ecosystems, and society, in particular vulnerable communities such as poor farmers, marginalised groups and women, to address impacts climatic and dangers associated with their lives and livelihoods, and 2) increase the capacity of local, regional and local stakeholders, actors and stakeholders to integrate climate change issues and adaptation to local and national development processes and empower them to tackle climate change issues.</div>","","","Kosovo","XKX","Energy","Adaptation;Mitigation;Drm/Drr","Adaptation;Disaster Risk Management;Mitigation","Adaptation;Institutions / Administrative Arrangements;Research And Development;Carbon Pricing;Energy Supply;Energy Demand;Redd+ And Lulucf;Transportation","","Strategy","Multi-level governance|Governance and planning;Capacity-building - general|Capacity-building","","","published"
"8470","Strategy for the National Climate Change Management Policy until 2050","https://climate-laws.org/geographies/lithuania/policies/strategy-for-the-national-climate-change-management-policy-until-2050","executive","<div>The National Strategy for the National Climate Change Management Policy is drafted according to Articles 3 and 4 of the Law of the Republic of Lithuania on Financial Instruments for Climate Change Management (Official Gazette, No 87-3662, 2009). The Strategy implements the EU Climate Change and Energy Package. The overall vision of the Strategy is that ""by 2050, Lithuania will have ensured adaptation of the sectors of the domestic economy to environmental changes caused by climate change and climate change mitigation (reduction of GHG emissions), developed competitive low-carbon economy, implemented eco- innovative technology, achieved energy generation and consumption efficiency and use of renewable energy sources in all sectors of the domestic economy(...)"". The purpose of the Strategy is to develop and implement the Lithuanian climate change management policy and set short-term (by 2020), indicative medium-term (by 2030 and 2040) and long-term (by 2050) climate change mitigation and adaptation goals and objectives. These targets are detailed for several sectors, including land use, forestry, agriculture, energy, transport and industry.</div>","","","Lithuania","LTU","Transportation;LULUCF;Industry;Energy;Economy-wide;Agriculture","Adaptation;Mitigation","Adaptation;Mitigation","Adaptation;Institutions / Administrative Arrangements;Research And Development;Carbon Pricing;Energy Supply;Energy Demand;Redd+ And Lulucf;Transportation","","Strategy","Developing plans and strategies|Governance and planning;Capacity-building - general|Capacity-building","","","published"
"8459","National Strategy on Climate Change","https://climate-laws.org/geographies/turkmenistan/policies/national-strategy-on-climate-change","executive","<div>This document represents the national vision of climate change issues and is a basis for the formulation and implementation of national policy of Turkmenistan on the issues related to climate change and its effects. The climate change policy is intended to strengthen the country's growth rate trends while being a catalyst for modernisation, diversification and fortification in all economic sectors. The strategy states that addressing climate change challenges shall be based on a comprehensive/integrated approach; measures on the reduction of greenhouse gas emissions shall be coordinated with adaptation measures. It promotes innovative technologies, transfer of technology, scientific and technological progress, and it aims to involve the whole society into mitigation and adaptation efforts.</div>","","","Turkmenistan","TKM","","Adaptation;Mitigation","Adaptation;Mitigation","Adaptation;Institutions / Administrative Arrangements;Research And Development;Energy Supply;Energy Demand;Redd+ And Lulucf;Transportation","","Strategy","Capacity-building - general|Capacity-building","","","published"
"8457","National strategy in the field of climate change by 2030","https://climate-laws.org/geographies/montenegro/policies/national-strategy-in-the-field-of-climate-change-by-2030","executive","<div>This strategy aims at assessing the institutional framework in place and the technological needs that Montenegro must build for mitigation and adaptation purposes. It analyses the following documents and implications for climate change: Energy Development Strategy of Montenegro until 2030, the National strategies for renewable energy and energy efficiency, the National Forest Strategy (which recognises climate change as an important factor affecting national forest protection measures), National Sustainable Development Strategy, and Strategy for the Development of Agriculture and Rural Areas 2014-2020. The document further discusses state aid and market instruments, mitigation potentials, and makes policy and legal recommendations.</div>","","","Montenegro","MNE","LULUCF;Energy","Adaptation;Mitigation","Adaptation;Mitigation","Adaptation;Institutions / Administrative Arrangements;Research And Development;Carbon Pricing;Energy Supply;Energy Demand;Redd+ And Lulucf;Transportation","","Strategy","Subsidies|Incentives;Capacity-building - general|Capacity-building","","","published"
"8454","'Estonia 2020' National Reform Programme","https://climate-laws.org/geographies/estonia/policies/estonia-2020-national-reform-programme","executive","<div>Estonia 2020 (approved by the Government in 2011) establishes two major priorities of the Government in moving towards an environmentally sustainable economy and energy sector:<br>&nbsp;- implementing long-term structural changes in the energy sector in harmony with Estonia's energy security and energy efficiency objectives; and<br>&nbsp;- reducing general resource intensity, including the energy intensity of the economy, by increasing energy efficiency.</div>","","","Estonia","EST","Energy;Economy-wide","Mitigation","Mitigation","Energy Supply;Energy Demand;Transportation","","Programme","Designing processes|Governance and planning","","","published"
"8262","Government Decision No. 1403: National Plan for Implementation of the Greenhouse Gas Emissions Reduction Targets and for Energy Efficiency","https://climate-laws.org/geographies/israel/policies/government-decision-no-1403-national-plan-for-implementation-of-the-greenhouse-gas-emissions-reduction-targets-and-for-energy-efficiency","executive","<div>Israel's Cabinet issued decision n. 1403 on April 10, 2016 which officialises the National Plan for Implementation of the Greenhouse Gas Emissions Reduction Targets and for Energy Efficiency. The decision exposes the numerous emissions reductions and energy efficiency targets laid out in a <a href=""http://www.sviva.gov.il/English/env_topics/climatechange/NatlEmissionsReductionPlan/Pages/default.aspx"">process</a> that originated in Government decision n. 542 of September 2015 and how those targets shall be attained. It also names institutions that shall pursue the analytical and managerial tasks needed to finance the transition, amend laws and take other measures to reach the overall emissions and efficiency targets.<br>&nbsp;<br> The Plan gives directions to reducing electricity consumption via setting up an advisory team to the Finance Minister and the Accountant General to consult on the objective of granting NIS 500 million over ten years for investment loans in energy efficiency and greenhouse gases emissions reductions. The grants program in energy efficiency will be operated by the Investment Centre and the National Authority for Technology and Innovation. The decision stipulates that grants will be awarded on a competitive basis over the economic performance of emissions reduction per unit of electricity saved. The Ministry of Finance alone shall allocate a budget of NIS 300 million.<br>&nbsp;<br> The decision tasks the Ministry of Energy to: 1) provide a multi-year plan for energy efficiency for 2030, 2) evaluate how to reduce electricity consumption, 3) amend the law accordingly to institute a mechanism for generating units of energy saved (Negawatts) in energy supply and demand, and to use electricity bills as a clearinghouse for repayment of loans, taking into consideration financial exposure of electricity providers. The decision also charges the Finance Minister in concentration with the Energy Minister to consider an update in tax policy regarding the deprecation for energy-saving products. Photovoltaic commercial facilities in particular will be granted a tax benefit in form of an accelerated depreciation at a 20 % rate over a three-year period.<br>&nbsp;<br> In terms of energy efficiency in buildings, the Plan urges the Energy Minister, the Environmental Protection Minister, the Construction and Housing Minister, and the Finance Minister to evaluate how to update the Energy Sources Law of 1989 to establish energy ratings for new residential buildings and offices based on Israeli Standard 5282. The Housing and Energy Ministers must explain how to achieve the emissions reduction target of of 5.9 M tCO2e by 2030 in the building sector, notably by 1) increase the number of new buildings built under the country's principal green building standard, SI 5281, and 2) assess technical means.<br>&nbsp;<br> Other measures in the Plan include a confirmation of the governmental efforts to achieve a 10 % target for electricity generation from renewables by 2020, in accordance with Government Decision 4450 of January 2009.</div>","","","Israel","ISR","Energy;Residential and Commercial","Mitigation","Mitigation","Institutions / Administrative Arrangements;Carbon Pricing;Energy Supply;Energy Demand;Transportation","","Plan","Taxes|Incentives;Subsidies|Incentives;Developing plans and strategies|Governance and planning;Designing processes|Governance and planning;Provision of climate finance|Direct investment","","","published"
"8239","The Vanuatu Climate Change and Disaster Risk Reduction Policy 2016-2030","https://climate-laws.org/geographies/vanuatu/policies/the-vanuatu-climate-change-and-disaster-risk-reduction-policy-2016-2030","executive","<div>The Vanuatu Climate Change and Disaster Risk Reduction Policy 2016-2030 was published by the Vanuatu government in combination with the Secretariat of the Pacific Community in 2015 to envision the country's response to climate change and make its communities resilient on the long term. The country initiated this process with the establishment of the National Advisory Board on Climate Change and Disaster Risk Reduction in 2012. It is a broad set of measures based on accountability, sustainability, equity, community focus, collaboration, and innovation.<br>&nbsp;<br>&nbsp;The policy insists on 1) establishing appropriate governance and strengthen institutional structures so they can effectively tackle the tasks they are pursuing, 2) to ensure that adequate resourcing is available for climate change and disaster risk reduction activities, notably via the implementation of entity accreditation and small grants schemes, 3) ensure that traditional knowledge and existing and new information such as data analysis, research and risk assessment are shared, 4) adaptation and disaster risk reduction, integrating the two targets and adopting community and ecosystem-based approaches to protect and economically assess losses, 5) low carbon development via an energy roadmap, renewable energy and energy efficiency, but also from a reduction in deforestation and land degradation, 6) and preparedness, planning, response and recovery to disasters by ensuring community awareness, early warning systems.<br>&nbsp;<br>The document also insists on capacity building, gender and social inclusion, multi-hazard approach and partnerships with a vast array of stakeholders. Implementation of the plan must be realised by integrating it into corporate and business plans, monitoring and evaluating the policy by the National Advisory Board on Climate Change and Disaster Risk Reduction (NAB), and reporting by NAB. A review of the current document should occur every three to five years to ensure it is in line with contemporary developments.</div>","","","Vanuatu","VUT","Transportation;Social development;LULUCF;Energy;Residential and Commercial","Adaptation;Mitigation;Drm/Drr","Adaptation;Disaster Risk Management;Mitigation;Loss And Damage","Adaptation;Institutions / Administrative Arrangements;Research And Development;Energy Supply;Energy Demand;Redd+ And Lulucf;Transportation","","Policy","Multi-level governance|Governance and planning;Monitoring, Reporting, Verification|Governance and planning;Monitoring and evaluation|Governance and planning;Public goods - early warning systems|Direct investment;Ecosystem restoration and nature based solutions|Direct investment;Knowledge sharing and dissemination|Capacity-building;Knowledge generation|Capacity-building;Capacity-building - general|Capacity-building","","","published"
"8233","Low Carbon and Climate Change Resilient Development Strategy 2016 - 2025","https://climate-laws.org/geographies/benin/policies/low-carbon-and-climate-change-resilient-development-strategy-2016-2025","executive","<div>The Low Carbon and Climate Resilient Development Strategy is a mid-term and short-term thematic intersectoral strategy covering the period 2016-2025. It responds to Benin's dual need to address the adverse effects of climate changem in particular the identification, adoption, dissemination and appropriation of adaptation measures on the one hand, and the desire to contribute to the reduction of GHG emissions on the other. The overall objective of this strategy is divided into three specific objectives: (a) strengthening the resilience of local communities and economic production systems (OS-1), (b) reducing GHG emissions from anthropogenic sources (OS -2), and (c) strengthen the protection of communities, especially those most vulnerable to natural disasters (SO-3). The financial resources required for the implementation of this strategy will be mobilized mainly through the three financing mechanisms that are: the state investment budget, loans, grants and donations, with financing mechanisms dedicated, including Benin's multilateral and bilateral partners.</div>","","","Benin","BEN","Economy-wide","Adaptation;Mitigation","Adaptation;Disaster Risk Management","Adaptation;Institutions / Administrative Arrangements;Energy Supply;Energy Demand;Redd+ And Lulucf","Floods;Droughts;Cyclones;Tsunamis;Storms;Hurricanes;Heat Waves And Heat Stress;Soil Erosion;Sea Level Rise","Strategy","Provision of climate finance|Direct investment;Capacity-building - general|Capacity-building","","","published"
"8230","The National Disaster Management Act 2010","https://climate-laws.org/geographies/pakistan/laws/the-national-disaster-management-act-2010","legislative","<div>The National Disaster Management Act establishes the National Disaster Management Commission, chaired by the Prime Minister and composed of an array of chief officials at the executive, legislative, and provincial levels. The Commission is an institutionalisation of the coordination of the State response to man-made or natural catastrophes. It is also in charge of eventually providing support for disaster happening in other countries. The Chairperson shall, in the case of an emergency, be granted all powers of the Commission and be subject to ""ex-post-facto"" ratification by the Commission. Besides the federal level, provincial and district National Disaster Management Commissions, Plans and Management Authorities are instituted. A National Disaster Response Force is also established for the purpose of specialist response, and a National fund for disaster management will supply it financially.<br>&nbsp;<br>&nbsp;The Act details the powers and functions of the Commission in the event of a disaster with regards to coordination, implementation and monitoring of the State's response. To guide the Commission in disaster management, the Act imposes to draw up 1) a National Plan, 2) guidelines for minimum standards of relief, 3) and directions with regards to the relief in loan repayment.</div>","","","Pakistan","PAK","","","Adaptation;Disaster Risk Management","Adaptation;Institutions / Administrative Arrangements","","Law","Developing plans and strategies|Governance and planning;Designing processes|Governance and planning;Creating bodies and institutions|Governance and planning;Social safety nets|Direct investment","","","published"
"9469","Law on the reduction and termination of coal-fired power generation and the amendment of further laws (Kohleausstiegsgesetz)","https://climate-laws.org/geographies/germany/laws/law-on-the-reduction-and-termination-of-coal-fired-power-generation-and-the-amendment-of-further-laws-kohleausstiegsgesetz","legislative","<div>On July 3rd, 2020, the Bundestag and Bundesrat approved the final version of the law setting the details for the country's coal phase-out. The document sets the rules for a progressive reduction of coal use by 2038 at the latest. It further approves an economic package to support coal regions affected by the measure.<br><br>The final version of the law will be added upon official release.</div>","","","Germany","DEU","Energy","","Mitigation","Coal;Limits On Fossil Fuels;Coal Phase Out;Fossil Fuels Curbing Measures","","Law;Act","Subsidies|Incentives;Designing processes|Governance and planning","","","published"
"9468","Royal Decree-Law 23/2020 which approves measures in the field of energy and in other areas for economic recovery","https://climate-laws.org/geographies/spain/laws/royal-decree-law-23-2020-which-approves-measures-in-the-field-of-energy-and-in-other-areas-for-economic-recovery","legislative","<div>This decree-law aims to support the energy transition, jobs and post-COVID-19 economic recovery.&nbsp;<br><br>Title I modifies the rules for permitting, supply and distribution of energy from renewable sources.&nbsp;<br><br>Title III creates the national system of energy efficiency obligations, under which it will be assigned to fossil fuel operators an annual national energy saving quota, called savings obligations.</div>","","","Spain","ESP","Energy;Economy-wide","","Mitigation","Energy Supply;Energy Demand;Covid19","","Decree Law","Standards and obligations|Regulation;Monitoring and evaluation|Governance and planning","","","published"
"1252","Renewable Energies Heat Act (EEWrmeG)","https://climate-laws.org/geographies/germany/laws/renewable-energies-heat-act-eewrmeg","legislative","<div>The regulatory core of the Act comprises the statutory obligation to cover a percentage of heat demand from energy from renewable sources. The percentage involved depends on the type of energy used and ranges from 15% for solar energy to 50% for biofuel. However, the obligation to meet heat demand using renewables may be replaced by other measures, e.g., high-performance CHP plants.<br>&nbsp;<br>&nbsp;It is hoped that the share of renewables in heat supply will be increased from the current 6.6% to 14% in 2020. An annual EUR500m (USD 627.5m) in funding will be made available up to 2012 to promote energy efficiency in buildings.</div>","","","Germany","DEU","Energy;Residential and Commercial","","Mitigation","Energy Supply;Energy Demand","","Law","Subsidies|Incentives;Designing processes|Governance and planning","","","published"
"9466","Decree n ° 2020-787 of 25 June 2020 relating to purchasers of last resort of biogas","https://climate-laws.org/geographies/france/policies/decree-n-2020-787-of-25-june-2020-relating-to-purchasers-of-last-resort-of-biogas","executive","<div>This decree sets the rules regarding purchasers of last resort of biogas. It aims at supporting biogas producers by making mandatory for gas suppliers who control more than 10% of the market to buy the biogas of producers who ask for a given purchase.</div>","Law no. 2019-1147 on Energy and the climate","9361","France","FRA","Energy","","Mitigation","Biofuels;Biogas","","Decree","Standards and obligations|Regulation","","","published"
"9465","National experimental home-school and home-work mobility programme","https://climate-laws.org/geographies/italy/policies/national-experimental-home-school-and-home-work-mobility-programme","executive","<div>This programme aims at boosting the use of public transport, cycling and walking for everyday, commuting purposes. It was established by art. 5.1 of law 221 of 28 December 2015. Ministerial Decree n. 208 of 20 July 2016 approves the ""National experimental program of sustainable home-school and home-work mobility"" and defines the methods for presenting the projects.&nbsp;<br><br>The Program provides for ""the financing of projects, prepared by one or more local authorities and referring to a territorial area with a population of over 100,000 inhabitants, aimed at encouraging sustainable mobility initiatives, including piedibus, car-pooling, car- sharing, bike-pooling and bike-sharing, the creation of protected routes for travel, even collective and guided, between home and school, on foot or by bicycle, workshops and educational outings with sustainable means, education programs and road safety, reducing traffic, pollution and parking vehicles near schools or workplaces, also in order to combat problems deriving from sedentary life. Such programs may include the free transfer of ""mobility vouchers"" to workers using sustainable means of transport "".<br><br>The projects are co-financed by the Ministry of the Environment and the Protection of the Territory and the Sea with a percentage not exceeding 60% of the total eligible costs.</div>","Law 221 of 28 december 2015 on Environmental provisions to promote green economy measures and to limit the excessive use of natural resources","9464","Italy","ITA","Transportation","","Mitigation","Transport;Cycling","","Programme","Subsidies|Incentives","","","published"
"1781","Law on the Rational Use of Energy; and the Parliamentary Decree regarding the procedure of enforcing the Law on the Rational Use of Energy","https://climate-laws.org/geographies/uzbekistan/laws/law-on-the-rational-use-of-energy-and-the-parliamentary-decree-regarding-the-procedure-of-enforcing-the-law-on-the-rational-use-of-energy","legislative","<div>The law aims to ensure efficient and environmentally sound use of energy in its production and consumption; encourage the development and application of energy efficient technologies; extraction and production of less expensive petroleum products, natural gas, coal and other types of natural fuel; ensure accuracy and uniformity of measurements, as well as accounting for energy produced and consumed in terms of both quality and quantity; execution of supervision and control by the state over the efficiency of energy production and consumption, as well as over the state of energy equipment and energy supply and consumption systems.<br>&nbsp;<br>&nbsp;The law establishes a general legal framework to secure the conservation of national energy resources and its efficient use and outlines the frameworks for extraction, production, refining, storage, transport, transmission, distribution and consumption of thermal and electric energy and also proposes various provisions for economic measures that would enable rational energy use.<br>&nbsp;<br>&nbsp;The 1997 Parliament decree on its enforcement ruled that the cabinet of ministers should bring all governmental decisions in accord with the law and any that are inconsistent or in contradiction or revision to be invalid.<br><br>The law was amended in May 2020 notably to update energy efficiency regulations and administrative processes.</div>","","","Uzbekistan","UZB","Transportation;Energy","","Mitigation","Energy Supply;Energy Demand","","Law","Designing processes|Governance and planning","","","published"
"9463","Support plan for the automobile industry","https://climate-laws.org/geographies/france/policies/support-plan-for-the-automobile-industry","executive","<div>This plan aims at supporting the automobile industry from the economic effects induced by the COVID-19 crisis. Its goals are to renew the French car fleet in favor of clean vehicles, invest and innovate to produce the ""vehicles of tomorrow"", and support companies in difficulty and protect employees.&nbsp;<br><br>This plan is officially estimated at 8 billion euros in aid, investments and loans.&nbsp;</div>","","","France","FRA","Transportation;Industry","","Mitigation","Transport;Ev","","Plan","Subsidies|Incentives;Research and development|Capacity-building","","","published"
"1657","Electricity Utility Act","https://climate-laws.org/geographies/south-korea/laws/electricity-utility-act","legislative","<div>The Electricity Business Law mandates both the purchase and the fixed price of electricity generated from renewable sources. Any renewable energy generator that is connected to the grid is eligible to sell electricity to the grid at fixed prices. Korea Electric Power Corporation (KEPCO) is responsible for purchasing electricity from renewables. The government compensates for the difference between nuclear and renewable energy and fossil fuel generation prices. The Act requires the Ministry of Knowledge Economy (MKE) to prepare and announce the Basic Plan of Long-term Electricity Supply and Demand (BPE) on a biennial basis. The BPE stipulates electricity policy directions on supply and demand, long-term outlook, construction plans, Demand Side Management, etc. The 4th Basic Plan of Long-Term Electricity Supply and Demand (2008-2022) was announced in 2008.<br><br>The Act was amended in June 2020, for effective entry into force on October 1st, 2020. These amendments aim at easing the administrative process for small-scale solar projects, take into account neighbours' opinions for large scale renewables projects and change the ownership rules.</div>","","","South Korea","KOR","Energy","","Mitigation","Institutions / Administrative Arrangements;Energy Supply","","Law","Standards and obligations|Regulation;Developing plans and strategies|Governance and planning","","","published"
