"id","parent_id","name","description","source_id"
"7947","null","Water","Imported by CPR loader","1"
"7954","null","Energy","Imported by CPR loader","1"
"7963","null","Energy","Imported by CPR loader","1"
"7964","null","Transportation","Imported by CPR loader","1"
"7965","null","Waste","Imported by CPR loader","1"
"7970","null","Environment","Imported by CPR loader","1"
"7971","null","Health","Imported by CPR loader","1"
"7972","null","Industry","Imported by CPR loader","1"
"7973","null","LULUCF","Imported by CPR loader","1"
"7974","null","Transportation","Imported by CPR loader","1"
"7975","null","Water","Imported by CPR loader","1"
"8007","null","Environment","Imported by CPR loader","1"
"8008","null","LULUCF","Imported by CPR loader","1"
"8009","null","Transportation","Imported by CPR loader","1"
"8018","null","Energy","Imported by CPR loader","1"
"8019","null","Residential and Commercial","Imported by CPR loader","1"
"8026","null","Energy","Imported by CPR loader","1"
"8033","null","Environment","Imported by CPR loader","1"
"8034","null","LULUCF","Imported by CPR loader","1"
"8035","null","Residential and Commercial","Imported by CPR loader","1"
"8041","null","Energy","Imported by CPR loader","1"
"8042","null","Finance","Imported by CPR loader","1"
"8043","null","Industry","Imported by CPR loader","1"
"8044","null","Transport","Imported by CPR loader","1"
"8045","null","Urban","Imported by CPR loader","1"
"8046","null","Water","Imported by CPR loader","1"
"8058","null","Agriculture","Imported by CPR loader","1"
"8059","null","Health","Imported by CPR loader","1"
"8060","null","LULUCF","Imported by CPR loader","1"
"8061","null","Waste","Imported by CPR loader","1"
"8062","null","Water","Imported by CPR loader","1"
"8067","null","Environment","Imported by CPR loader","1"
"8068","null","Health","Imported by CPR loader","1"
"8069","null","Waste","Imported by CPR loader","1"
"8070","null","Water","Imported by CPR loader","1"
"8091","null","Energy","Imported by CPR loader","1"
"8098","null","Energy","Imported by CPR loader","1"
"8099","null","Health","Imported by CPR loader","1"
"8100","null","Industry","Imported by CPR loader","1"
"8101","null","Transportation","Imported by CPR loader","1"
"8106","null","Agriculture","Imported by CPR loader","1"
"8118","null","Energy","Imported by CPR loader","1"
"8119","null","LULUCF","Imported by CPR loader","1"
"8120","null","Residential and Commercial","Imported by CPR loader","1"
"8121","null","Transportation","Imported by CPR loader","1"
"8127","null","Energy","Imported by CPR loader","1"
"8135","null","Agriculture","Imported by CPR loader","1"
"8136","null","Industry","Imported by CPR loader","1"
"8140","null","Energy","Imported by CPR loader","1"
"8141","null","Transportation","Imported by CPR loader","1"
"8152","null","Energy","Imported by CPR loader","1"
"8153","null","LULUCF","Imported by CPR loader","1"
"8154","null","Residential and Commercial","Imported by CPR loader","1"
"8155","null","Transportation","Imported by CPR loader","1"
"8163","null","Economy-wide","Imported by CPR loader","1"
"7948","null","LULUCF","Imported by CPR loader","1"
"7949","null","Transportation","Imported by CPR loader","1"
"7955","null","Energy","Imported by CPR loader","1"
"7956","null","Social development","Imported by CPR loader","1"
"7957","null","Transportation","Imported by CPR loader","1"
"7966","null","LULUCF","Imported by CPR loader","1"
"7967","null","Transportation","Imported by CPR loader","1"
"7989","null","Economy-wide","Imported by CPR loader","1"
"7994","null","Energy","Imported by CPR loader","1"
"8010","null","Residential and Commercial","Imported by CPR loader","1"
"8011","null","Water","Imported by CPR loader","1"
"8020","null","Energy","Imported by CPR loader","1"
"8027","null","Energy","Imported by CPR loader","1"
"8028","null","Health","Imported by CPR loader","1"
"8036","null","Energy","Imported by CPR loader","1"
"8047","null","Energy","Imported by CPR loader","1"
"8048","null","Environment","Imported by CPR loader","1"
"8049","null","Transportation","Imported by CPR loader","1"
"8050","null","Waste","Imported by CPR loader","1"
"8063","null","Energy","Imported by CPR loader","1"
"8064","null","Transportation","Imported by CPR loader","1"
"8071","null","Energy","Imported by CPR loader","1"
"8083","null","Energy","Imported by CPR loader","1"
"8084","null","Transportation","Imported by CPR loader","1"
"8092","null","Transportation","Imported by CPR loader","1"
"8102","null","Finance","Imported by CPR loader","1"
"8113","null","Energy","Imported by CPR loader","1"
"8114","null","Residential and Commercial","Imported by CPR loader","1"
"8115","null","Transportation","Imported by CPR loader","1"
"8128","null","LULUCF","Imported by CPR loader","1"
"8129","null","Transportation","Imported by CPR loader","1"
"8142","null","LULUCF","Imported by CPR loader","1"
"8156","null","Energy","Imported by CPR loader","1"
"8157","null","Transportation","Imported by CPR loader","1"
"8164","null","Water","Imported by CPR loader","1"
"7950","null","Energy","Imported by CPR loader","1"
"7951","null","LULUCF","Imported by CPR loader","1"
"7952","null","Transportation","Imported by CPR loader","1"
"7958","null","Energy","Imported by CPR loader","1"
"7959","null","Rural","Imported by CPR loader","1"
"7968","null","Energy","Imported by CPR loader","1"
"7976","null","Energy","Imported by CPR loader","1"
"7977","null","Residential and Commercial","Imported by CPR loader","1"
"7978","null","Transportation","Imported by CPR loader","1"
"7979","null","Urban","Imported by CPR loader","1"
"7980","null","Waste","Imported by CPR loader","1"
"7981","null","Water","Imported by CPR loader","1"
"7990","null","Health","Imported by CPR loader","1"
"7991","null","Transportation","Imported by CPR loader","1"
"7995","null","Agriculture","Imported by CPR loader","1"
"7996","null","Economy-wide","Imported by CPR loader","1"
"7997","null","Energy","Imported by CPR loader","1"
"7998","null","Health","Imported by CPR loader","1"
"7999","null","Industry","Imported by CPR loader","1"
"8000","null","LULUCF","Imported by CPR loader","1"
"8001","null","Tourism","Imported by CPR loader","1"
"8002","null","Transportation","Imported by CPR loader","1"
"8003","null","Water","Imported by CPR loader","1"
"8012","null","Energy","Imported by CPR loader","1"
"8021","null","Energy","Imported by CPR loader","1"
"8022","null","Transportation","Imported by CPR loader","1"
"8029","null","Energy","Imported by CPR loader","1"
"8037","null","Economy-wide","Imported by CPR loader","1"
"8051","null","Economy-wide","Imported by CPR loader","1"
"8072","null","Energy","Imported by CPR loader","1"
"8085","null","Energy","Imported by CPR loader","1"
"8086","null","Transportation","Imported by CPR loader","1"
"8093","null","Industry","Imported by CPR loader","1"
"8103","null","Residential and Commercial","Imported by CPR loader","1"
"8107","null","Agriculture","Imported by CPR loader","1"
"8108","null","Economy-wide","Imported by CPR loader","1"
"8109","null","Energy","Imported by CPR loader","1"
"8110","null","Transportation","Imported by CPR loader","1"
"8130","null","Energy","Imported by CPR loader","1"
"8137","null","Energy","Imported by CPR loader","1"
"8138","null","Transportation","Imported by CPR loader","1"
"8143","null","Agriculture","Imported by CPR loader","1"
"8144","null","Energy","Imported by CPR loader","1"
"8145","null","Environment","Imported by CPR loader","1"
"8146","null","Health","Imported by CPR loader","1"
"8147","null","LULUCF","Imported by CPR loader","1"
"8148","null","Residential and Commercial","Imported by CPR loader","1"
"8149","null","Transportation","Imported by CPR loader","1"
"8150","null","Water","Imported by CPR loader","1"
"8158","null","Energy","Imported by CPR loader","1"
"8159","null","Residential and Commercial","Imported by CPR loader","1"
"7953","null","Agriculture","Imported by CPR loader","1"
"7960","null","Energy","Imported by CPR loader","1"
"7969","null","Energy","Imported by CPR loader","1"
"7982","null","Energy","Imported by CPR loader","1"
"7983","null","LULUCF","Imported by CPR loader","1"
"7984","null","Residential and Commercial","Imported by CPR loader","1"
"7985","null","Transportation","Imported by CPR loader","1"
"7992","null","Energy","Imported by CPR loader","1"
"8004","null","Energy","Imported by CPR loader","1"
"8005","null","LULUCF","Imported by CPR loader","1"
"8006","null","Residential and Commercial","Imported by CPR loader","1"
"8014","null","Residential and Commercial","Imported by CPR loader","1"
"8023","null","Economy-wide","Imported by CPR loader","1"
"8024","null","Energy","Imported by CPR loader","1"
"8030","null","Social development","Imported by CPR loader","1"
"8038","null","Agriculture","Imported by CPR loader","1"
"8039","null","Residential and Commercial","Imported by CPR loader","1"
"8052","null","Agriculture","Imported by CPR loader","1"
"8053","null","Energy","Imported by CPR loader","1"
"8054","null","Waste","Imported by CPR loader","1"
"8055","null","Water","Imported by CPR loader","1"
"8073","null","Agriculture","Imported by CPR loader","1"
"8074","null","Economy-wide","Imported by CPR loader","1"
"8075","null","Energy","Imported by CPR loader","1"
"8076","null","Environment","Imported by CPR loader","1"
"8077","null","Health","Imported by CPR loader","1"
"8078","null","LULUCF","Imported by CPR loader","1"
"8079","null","Residential and Commercial","Imported by CPR loader","1"
"8080","null","Transportation","Imported by CPR loader","1"
"8081","null","Water","Imported by CPR loader","1"
"8087","null","Energy","Imported by CPR loader","1"
"8088","null","Residential and Commercial","Imported by CPR loader","1"
"8089","null","Transportation","Imported by CPR loader","1"
"8094","null","Agriculture","Imported by CPR loader","1"
"8104","null","Health","Imported by CPR loader","1"
"8105","null","Water","Imported by CPR loader","1"
"8111","null","Water","Imported by CPR loader","1"
"8116","null","Economy-wide","Imported by CPR loader","1"
"8117","null","Social development","Imported by CPR loader","1"
"8122","null","Economy-wide","Imported by CPR loader","1"
"8123","null","Energy","Imported by CPR loader","1"
"8124","null","Health","Imported by CPR loader","1"
"8125","null","Residential and Commercial","Imported by CPR loader","1"
"8131","null","Industry","Imported by CPR loader","1"
"8132","null","LULUCF","Imported by CPR loader","1"
"8139","null","Energy","Imported by CPR loader","1"
"8151","null","Energy","Imported by CPR loader","1"
"8160","null","Energy","Imported by CPR loader","1"
"8165","null","Economy-wide","Imported by CPR loader","1"
"8166","null","Energy","Imported by CPR loader","1"
"8167","null","Energy","Imported by CPR loader","1"
"8168","null","Energy","Imported by CPR loader","1"
"8169","null","Transportation","Imported by CPR loader","1"
"8170","null","LULUCF","Imported by CPR loader","1"
"8171","null","Energy","Imported by CPR loader","1"
"8172","null","Energy","Imported by CPR loader","1"
"8173","null","Residential and Commercial","Imported by CPR loader","1"
"8174","null","Energy","Imported by CPR loader","1"
"8175","null","Energy","Imported by CPR loader","1"
"8176","null","Agriculture","Imported by CPR loader","1"
"8177","null","LULUCF","Imported by CPR loader","1"
"8178","null","Residential and Commercial","Imported by CPR loader","1"
"8179","null","Energy","Imported by CPR loader","1"
"8180","null","Transportation","Imported by CPR loader","1"
"8181","null","LULUCF","Imported by CPR loader","1"
"8182","null","Transportation","Imported by CPR loader","1"
"8183","null","Transportation","Imported by CPR loader","1"
"8184","null","Agriculture","Imported by CPR loader","1"
"8185","null","Water","Imported by CPR loader","1"
"8186","null","Energy","Imported by CPR loader","1"
"8187","null","LULUCF","Imported by CPR loader","1"
"8188","null","Residential and Commercial","Imported by CPR loader","1"
"8189","null","Transportation","Imported by CPR loader","1"
"8190","null","Economy-wide","Imported by CPR loader","1"
"8191","null","Health","Imported by CPR loader","1"
"8192","null","Residential and Commercial","Imported by CPR loader","1"
"8193","null","Transportation","Imported by CPR loader","1"
"8194","null","Energy","Imported by CPR loader","1"
"8195","null","Residential and Commercial","Imported by CPR loader","1"
"8196","null","Residential and Commercial","Imported by CPR loader","1"
"8197","null","Transportation","Imported by CPR loader","1"
"8198","null","Water","Imported by CPR loader","1"
"8199","null","Agriculture","Imported by CPR loader","1"
"8200","null","LULUCF","Imported by CPR loader","1"
"8201","null","Energy","Imported by CPR loader","1"
"8202","null","LULUCF","Imported by CPR loader","1"
"8203","null","Residential and Commercial","Imported by CPR loader","1"
"8204","null","Social development","Imported by CPR loader","1"
"8205","null","Transportation","Imported by CPR loader","1"
"8206","null","Energy","Imported by CPR loader","1"
"8207","null","LULUCF","Imported by CPR loader","1"
"8208","null","Agriculture","Imported by CPR loader","1"
"8209","null","Energy","Imported by CPR loader","1"
"8210","null","Agriculture","Imported by CPR loader","1"
"8211","null","Agriculture","Imported by CPR loader","1"
"8212","null","Water","Imported by CPR loader","1"
"8213","null","Transportation","Imported by CPR loader","1"
"8214","null","Residential and Commercial","Imported by CPR loader","1"
"8215","null","Transportation","Imported by CPR loader","1"
"8216","null","Economy-wide","Imported by CPR loader","1"
"8217","null","LULUCF","Imported by CPR loader","1"
"8218","null","Transportation","Imported by CPR loader","1"
"8219","null","Economy-wide","Imported by CPR loader","1"
"8220","null","Energy","Imported by CPR loader","1"
"8221","null","Residential and Commercial","Imported by CPR loader","1"
"8222","null","Urban","Imported by CPR loader","1"
"8223","null","Water","Imported by CPR loader","1"
"8224","null","Agriculture","Imported by CPR loader","1"
"8225","null","Transportation","Imported by CPR loader","1"
"8226","null","Energy","Imported by CPR loader","1"
"8227","null","Urban","Imported by CPR loader","1"
"8234","null","Buildings","Imported by CPR loader","1"
"8235","null","Energy","Imported by CPR loader","1"
"8236","null","Industry","Imported by CPR loader","1"
"8237","null","Transportation","Imported by CPR loader","1"
"8238","null","Waste","Imported by CPR loader","1"
"8239","null","Water","Imported by CPR loader","1"
"8246","null","Energy","Imported by CPR loader","1"
"8251","null","Transportation","Imported by CPR loader","1"
"8263","null","Agriculture","Imported by CPR loader","1"
"8264","null","Industry","Imported by CPR loader","1"
"8265","null","Waste","Imported by CPR loader","1"
"8274","null","Agriculture","Imported by CPR loader","1"
"8275","null","Buildings","Imported by CPR loader","1"
"8276","null","Economy-wide","Imported by CPR loader","1"
"8277","null","Energy","Imported by CPR loader","1"
"8278","null","Transportation","Imported by CPR loader","1"
"8293","null","Agriculture","Imported by CPR loader","1"
"8294","null","Energy","Imported by CPR loader","1"
"8295","null","Industry","Imported by CPR loader","1"
"8296","null","Water","Imported by CPR loader","1"
"8310","null","Energy","Imported by CPR loader","1"
"8311","null","Industry","Imported by CPR loader","1"
"8316","null","Energy","Imported by CPR loader","1"
"8317","null","Transportation","Imported by CPR loader","1"
"8325","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"8336","null","Economy-wide","Imported by CPR loader","1"
"8349","null","Agriculture","Imported by CPR loader","1"
"8350","null","Buildings","Imported by CPR loader","1"
"8351","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"8352","null","Health","Imported by CPR loader","1"
"8353","null","Industry","Imported by CPR loader","1"
"8354","null","Water","Imported by CPR loader","1"
"8359","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"8365","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"8376","null","Energy","Imported by CPR loader","1"
"8381","null","Environment","Imported by CPR loader","1"
"8392","null","LULUCF","Imported by CPR loader","1"
"8393","null","Transportation","Imported by CPR loader","1"
"8394","null","Water","Imported by CPR loader","1"
"8402","null","Environment","Imported by CPR loader","1"
"8403","null","LULUCF","Imported by CPR loader","1"
"8412","null","Energy","Imported by CPR loader","1"
"8416","null","Energy","Imported by CPR loader","1"
"8417","null","LULUCF","Imported by CPR loader","1"
"8418","null","Transportation","Imported by CPR loader","1"
"8430","null","Energy","Imported by CPR loader","1"
"8431","null","Environment","Imported by CPR loader","1"
"8436","null","Energy","Imported by CPR loader","1"
"8437","null","Industry","Imported by CPR loader","1"
"8446","null","Energy","Imported by CPR loader","1"
"8447","null","LULUCF","Imported by CPR loader","1"
"8448","null","Transportation","Imported by CPR loader","1"
"8464","null","Energy","Imported by CPR loader","1"
"8465","null","Industry","Imported by CPR loader","1"
"8474","null","Energy","Imported by CPR loader","1"
"8475","null","Health","Imported by CPR loader","1"
"8476","null","LULUCF","Imported by CPR loader","1"
"8491","null","Energy","Imported by CPR loader","1"
"8492","null","Residential and Commercial","Imported by CPR loader","1"
"8495","null","Energy","Imported by CPR loader","1"
"8496","null","Industry","Imported by CPR loader","1"
"8497","null","Transportation","Imported by CPR loader","1"
"8506","null","Energy","Imported by CPR loader","1"
"8531","null","Buildings","Imported by CPR loader","1"
"8532","null","Energy","Imported by CPR loader","1"
"8533","null","Transportation","Imported by CPR loader","1"
"8538","null","Environment","Imported by CPR loader","1"
"8546","null","Economy-wide","Imported by CPR loader","1"
"8556","null","LULUCF","Imported by CPR loader","1"
"8557","null","Transportation","Imported by CPR loader","1"
"8571","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"8583","null","LULUCF","Imported by CPR loader","1"
"8598","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"8606","null","Energy","Imported by CPR loader","1"
"8607","null","Industry","Imported by CPR loader","1"
"8618","null","Energy","Imported by CPR loader","1"
"8633","null","Economy-wide","Imported by CPR loader","1"
"8634","null","Social development","Imported by CPR loader","1"
"8645","null","Waste","Imported by CPR loader","1"
"8654","null","Economy-wide","Imported by CPR loader","1"
"8665","null","Energy","Imported by CPR loader","1"
"8669","null","Energy","Imported by CPR loader","1"
"8670","null","Industry","Imported by CPR loader","1"
"8671","null","Residential and Commercial","Imported by CPR loader","1"
"8685","null","Energy","Imported by CPR loader","1"
"8686","null","Residential and Commercial","Imported by CPR loader","1"
"8687","null","Transportation","Imported by CPR loader","1"
"8693","null","Agriculture","Imported by CPR loader","1"
"8694","null","Transportation","Imported by CPR loader","1"
"8702","null","Energy","Imported by CPR loader","1"
"8706","null","Energy","Imported by CPR loader","1"
"8707","null","LULUCF","Imported by CPR loader","1"
"8708","null","Residential and Commercial","Imported by CPR loader","1"
"8228","null","LULUCF","Imported by CPR loader","1"
"8248","null","Energy","Imported by CPR loader","1"
"8253","null","Energy","Imported by CPR loader","1"
"8254","null","Industry","Imported by CPR loader","1"
"8255","null","Transportation","Imported by CPR loader","1"
"8268","null","Transportation","Imported by CPR loader","1"
"8282","null","Residential and Commercial","Imported by CPR loader","1"
"8298","null","LULUCF","Imported by CPR loader","1"
"8313","null","Economy-wide","Imported by CPR loader","1"
"8322","null","Transportation","Imported by CPR loader","1"
"8328","null","Agriculture","Imported by CPR loader","1"
"8338","null","Agriculture","Imported by CPR loader","1"
"8339","null","Energy","Imported by CPR loader","1"
"8340","null","Urban","Imported by CPR loader","1"
"8356","null","Economy-wide","Imported by CPR loader","1"
"8361","null","Tourism","Imported by CPR loader","1"
"8367","null","Energy","Imported by CPR loader","1"
"8368","null","LULUCF","Imported by CPR loader","1"
"8369","null","Residential and Commercial","Imported by CPR loader","1"
"8378","null","Energy","Imported by CPR loader","1"
"8383","null","Economy-wide","Imported by CPR loader","1"
"8396","null","Public Sector","Imported by CPR loader","1"
"8408","null","Energy","Imported by CPR loader","1"
"8414","null","Industry","Imported by CPR loader","1"
"8420","null","Agriculture","Imported by CPR loader","1"
"8421","null","Energy","Imported by CPR loader","1"
"8422","null","Health","Imported by CPR loader","1"
"8423","null","LULUCF","Imported by CPR loader","1"
"8424","null","Tourism","Imported by CPR loader","1"
"8425","null","Water","Imported by CPR loader","1"
"8433","null","Economy-wide","Imported by CPR loader","1"
"8439","null","Economy-wide","Imported by CPR loader","1"
"8440","null","Energy","Imported by CPR loader","1"
"8441","null","LULUCF","Imported by CPR loader","1"
"8442","null","Urban","Imported by CPR loader","1"
"8452","null","Agriculture","Imported by CPR loader","1"
"8453","null","Energy","Imported by CPR loader","1"
"8454","null","LULUCF","Imported by CPR loader","1"
"8455","null","Residential and Commercial","Imported by CPR loader","1"
"8456","null","Transportation","Imported by CPR loader","1"
"8470","null","Residential and Commercial","Imported by CPR loader","1"
"8493","null","Energy","Imported by CPR loader","1"
"8498","null","Environment","Imported by CPR loader","1"
"8499","null","Other","Imported by CPR loader","1"
"8511","null","Energy","Imported by CPR loader","1"
"8512","null","Industry","Imported by CPR loader","1"
"8513","null","Residential and Commercial","Imported by CPR loader","1"
"8525","null","Energy","Imported by CPR loader","1"
"8534","null","Agriculture","Imported by CPR loader","1"
"8535","null","LULUCF","Imported by CPR loader","1"
"8541","null","Energy","Imported by CPR loader","1"
"8542","null","Transportation","Imported by CPR loader","1"
"8548","null","Environment","Imported by CPR loader","1"
"8549","null","Other","Imported by CPR loader","1"
"8558","null","LULUCF","Imported by CPR loader","1"
"8578","null","Economy-wide","Imported by CPR loader","1"
"8587","null","Energy","Imported by CPR loader","1"
"8600","null","Economy-wide","Imported by CPR loader","1"
"8610","null","LULUCF","Imported by CPR loader","1"
"8611","null","Water","Imported by CPR loader","1"
"8623","null","Agriculture","Imported by CPR loader","1"
"8624","null","LULUCF","Imported by CPR loader","1"
"8637","null","LULUCF","Imported by CPR loader","1"
"8647","null","Agriculture","Imported by CPR loader","1"
"8648","null","Economy-wide","Imported by CPR loader","1"
"8649","null","Waste","Imported by CPR loader","1"
"8650","null","Water","Imported by CPR loader","1"
"8661","null","LULUCF","Imported by CPR loader","1"
"8662","null","Water","Imported by CPR loader","1"
"8675","null","Energy","Imported by CPR loader","1"
"8676","null","Water","Imported by CPR loader","1"
"8698","null","Energy","Imported by CPR loader","1"
"8699","null","LULUCF","Imported by CPR loader","1"
"8709","null","Energy","Imported by CPR loader","1"
"8710","null","LULUCF","Imported by CPR loader","1"
"8711","null","Residential and Commercial","Imported by CPR loader","1"
"8712","null","Transportation","Imported by CPR loader","1"
"8229","null","LULUCF","Imported by CPR loader","1"
"8230","null","Transportation","Imported by CPR loader","1"
"8232","null","Energy","Imported by CPR loader","1"
"8233","null","Residential and Commercial","Imported by CPR loader","1"
"8249","null","Energy","Imported by CPR loader","1"
"8256","null","LULUCF","Imported by CPR loader","1"
"8269","null","Economy-wide","Imported by CPR loader","1"
"8270","null","Energy","Imported by CPR loader","1"
"8271","null","LULUCF","Imported by CPR loader","1"
"8272","null","Transportation","Imported by CPR loader","1"
"8299","null","Economy-wide","Imported by CPR loader","1"
"8300","null","Energy","Imported by CPR loader","1"
"8301","null","Industry","Imported by CPR loader","1"
"8302","null","Transportation","Imported by CPR loader","1"
"8303","null","Waste","Imported by CPR loader","1"
"8304","null","Water","Imported by CPR loader","1"
"8314","null","Energy","Imported by CPR loader","1"
"8323","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"8329","null","Energy","Imported by CPR loader","1"
"8341","null","Agriculture","Imported by CPR loader","1"
"8342","null","Energy","Imported by CPR loader","1"
"8343","null","Industry","Imported by CPR loader","1"
"8344","null","LULUCF","Imported by CPR loader","1"
"8345","null","Residential and Commercial","Imported by CPR loader","1"
"8346","null","Transportation","Imported by CPR loader","1"
"8357","null","Transportation","Imported by CPR loader","1"
"8362","null","Energy","Imported by CPR loader","1"
"8370","null","Environment","Imported by CPR loader","1"
"8379","null","Energy","Imported by CPR loader","1"
"8384","null","Cross Cutting Area","Imported by CPR loader","1"
"8385","null","Energy","Imported by CPR loader","1"
"8386","null","Health","Imported by CPR loader","1"
"8387","null","Industry","Imported by CPR loader","1"
"8388","null","Transport","Imported by CPR loader","1"
"8389","null","Urban","Imported by CPR loader","1"
"8390","null","Waste","Imported by CPR loader","1"
"8397","null","Energy","Imported by CPR loader","1"
"8398","null","Industry","Imported by CPR loader","1"
"8399","null","Residential and Commercial","Imported by CPR loader","1"
"8409","null","Economy-wide","Imported by CPR loader","1"
"8410","null","Finance","Imported by CPR loader","1"
"8415","null","Economy-wide","Imported by CPR loader","1"
"8426","null","LULUCF","Imported by CPR loader","1"
"8427","null","Transportation","Imported by CPR loader","1"
"8434","null","Energy","Imported by CPR loader","1"
"8443","null","Energy","Imported by CPR loader","1"
"8444","null","Transportation","Imported by CPR loader","1"
"8457","null","Agriculture","Imported by CPR loader","1"
"8458","null","Energy","Imported by CPR loader","1"
"8459","null","Rural","Imported by CPR loader","1"
"8460","null","Waste","Imported by CPR loader","1"
"8478","null","Agriculture","Imported by CPR loader","1"
"8479","null","Energy","Imported by CPR loader","1"
"8480","null","Environment","Imported by CPR loader","1"
"8481","null","Industry","Imported by CPR loader","1"
"8482","null","LULUCF","Imported by CPR loader","1"
"8483","null","Residential and Commercial","Imported by CPR loader","1"
"8484","null","Transportation","Imported by CPR loader","1"
"8485","null","Waste","Imported by CPR loader","1"
"8486","null","Water","Imported by CPR loader","1"
"8500","null","Transportation","Imported by CPR loader","1"
"8514","null","Agriculture","Imported by CPR loader","1"
"8515","null","Economy-wide","Imported by CPR loader","1"
"8516","null","Energy","Imported by CPR loader","1"
"8517","null","Transportation","Imported by CPR loader","1"
"8526","null","Agriculture","Imported by CPR loader","1"
"8527","null","Economy-wide","Imported by CPR loader","1"
"8528","null","LULUCF","Imported by CPR loader","1"
"8529","null","Transportation","Imported by CPR loader","1"
"8530","null","Water","Imported by CPR loader","1"
"8536","null","Water","Imported by CPR loader","1"
"8543","null","Energy","Imported by CPR loader","1"
"8550","null","Agriculture","Imported by CPR loader","1"
"8551","null","Energy","Imported by CPR loader","1"
"8552","null","Environment","Imported by CPR loader","1"
"8553","null","Rural","Imported by CPR loader","1"
"8559","null","Cross Cutting Area","Imported by CPR loader","1"
"8560","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"8561","null","Energy","Imported by CPR loader","1"
"8562","null","LULUCF","Imported by CPR loader","1"
"8563","null","Transportation","Imported by CPR loader","1"
"8564","null","Waste","Imported by CPR loader","1"
"8565","null","Water","Imported by CPR loader","1"
"8579","null","Environment","Imported by CPR loader","1"
"8580","null","LULUCF","Imported by CPR loader","1"
"8588","null","Agriculture","Imported by CPR loader","1"
"8589","null","Economy-wide","Imported by CPR loader","1"
"8590","null","Energy","Imported by CPR loader","1"
"8591","null","Industry","Imported by CPR loader","1"
"8592","null","LULUCF","Imported by CPR loader","1"
"8593","null","Rural","Imported by CPR loader","1"
"8594","null","Transportation","Imported by CPR loader","1"
"8595","null","Waste","Imported by CPR loader","1"
"8596","null","Water","Imported by CPR loader","1"
"8601","null","Industry","Imported by CPR loader","1"
"8602","null","LULUCF","Imported by CPR loader","1"
"8603","null","Transportation","Imported by CPR loader","1"
"8612","null","Buildings","Imported by CPR loader","1"
"8613","null","Coastal zones","Imported by CPR loader","1"
"8614","null","Economy-wide","Imported by CPR loader","1"
"8615","null","Health","Imported by CPR loader","1"
"8616","null","Industry","Imported by CPR loader","1"
"8625","null","Adaptation","Imported by CPR loader","1"
"8626","null","Economy-wide","Imported by CPR loader","1"
"8627","null","Energy","Imported by CPR loader","1"
"8638","null","Cross Cutting Area","Imported by CPR loader","1"
"8651","null","Energy","Imported by CPR loader","1"
"8663","null","Water","Imported by CPR loader","1"
"8666","null","Energy","Imported by CPR loader","1"
"8677","null","Economy-wide","Imported by CPR loader","1"
"8678","null","Energy","Imported by CPR loader","1"
"8679","null","Health","Imported by CPR loader","1"
"8231","null","Water","Imported by CPR loader","1"
"8240","null","Agriculture","Imported by CPR loader","1"
"8241","null","Economy-wide","Imported by CPR loader","1"
"8242","null","Energy","Imported by CPR loader","1"
"8243","null","LULUCF","Imported by CPR loader","1"
"8244","null","Transportation","Imported by CPR loader","1"
"8247","null","LULUCF","Imported by CPR loader","1"
"8252","null","Economy-wide","Imported by CPR loader","1"
"8266","null","Energy","Imported by CPR loader","1"
"8267","null","Transportation","Imported by CPR loader","1"
"8279","null","Adaptation","Imported by CPR loader","1"
"8280","null","Coastal zones","Imported by CPR loader","1"
"8281","null","Tourism","Imported by CPR loader","1"
"8297","null","Social development","Imported by CPR loader","1"
"8312","null","LULUCF","Imported by CPR loader","1"
"8318","null","Agriculture","Imported by CPR loader","1"
"8319","null","Buildings","Imported by CPR loader","1"
"8320","null","Rural","Imported by CPR loader","1"
"8321","null","Water","Imported by CPR loader","1"
"8326","null","Environment","Imported by CPR loader","1"
"8327","null","Tourism","Imported by CPR loader","1"
"8337","null","LULUCF","Imported by CPR loader","1"
"8355","null","Energy","Imported by CPR loader","1"
"8360","null","Adaptation","Imported by CPR loader","1"
"8366","null","Economy-wide","Imported by CPR loader","1"
"8377","null","LULUCF","Imported by CPR loader","1"
"8382","null","Economy-wide","Imported by CPR loader","1"
"8395","null","Economy-wide","Imported by CPR loader","1"
"8404","null","Buildings","Imported by CPR loader","1"
"8405","null","Public Sector","Imported by CPR loader","1"
"8406","null","Transport","Imported by CPR loader","1"
"8407","null","Urban","Imported by CPR loader","1"
"8413","null","LULUCF","Imported by CPR loader","1"
"8419","null","Energy","Imported by CPR loader","1"
"8432","null","Energy","Imported by CPR loader","1"
"8438","null","Energy","Imported by CPR loader","1"
"8449","null","Agriculture","Imported by CPR loader","1"
"8450","null","Economy-wide","Imported by CPR loader","1"
"8451","null","Energy","Imported by CPR loader","1"
"8466","null","Agriculture","Imported by CPR loader","1"
"8467","null","Economy-wide","Imported by CPR loader","1"
"8468","null","Environment","Imported by CPR loader","1"
"8469","null","Water","Imported by CPR loader","1"
