Case ID,Case name,Year of filing,Current status,Assessment of outcome,Geography,Country ISO,Core objective,UNFCCC pillars,Summary,Case filed before,Name of court/body,Citation/reference number,Filed by,Filed against,Intervenor,Classified as strategic case,Climate alignment classification,Strategic case type classification,Case grounds classification,Sector,Connected internal laws,Connected external laws,Keywords,Data source,Connected cases,Type of connection,To align with Sabin?
7547,Australasian Centre for Corporate Responsibility v. Santos,2021,Open,N/A,Australia,AUS,<div>Whether an oil and gas company's representations that natural gas is a clean fuel and that the company has a credible net zero emissions plan were misleading.</div>,Mitigation,"<div>On August 25, 2021, Australasian Centre for Corporate Responsibility (ACCR), a shareholder advocacy NGO, sued Australian oil and gas company Santos over its claims that it provides clean energy natural gas and has a plan for net zero emissions by 2040. According to news reports, ACCR raised two major claims. First, ACCR alleges that Santos' claims that natural gas is ""clean fuel"" that provides ""clean energy"" misrepresents the true effect of natural gas on the climate, including the large releases of CO2 and methane during extraction and burning. Second, Santos’ claims that it has a clear and credible plan to achieve net zero emissions by 2040 are misleading. ACCR alleges that Santos plans to expand its natural gas operations and their plan depends on undisclosed assumptions about the effectiveness of carbon capture and storage processes. The suit alleges that these misrepresentations are in violation of Australian consumer protection and corporations laws.</div>",,Federal Court of Australia,N/A,2311,2312,2313,Yes,Climate aligned,Climate-washing,,Energy,,,Oil And Gas,CCLW;Sabin,,,
7548,Specific Instance to the UK NCP under the OECD Guidelines for Multinational Enterprises filed by Global Witness against UK Export Finance,2020,Closed,Hindered climate action,United Kingdom,GBR,"<div>Whether UK Export Finance was in breach of the OECD Guidelines for Multi-national Enterprises by failing to contribute to the goals of the Paris Agreement, disclose emissions, and rapidly phase out support for fossil fuels</div>",Mitigation,"<div>On 16 March 2020 Global Witness filed a ""specific instance"" before the UK National Contact Point for the OECD Guidelines for Multinational Enterprises against UK Export Finance. The complaint argued that UK Export Finance was in breach of various chapters of the Guidelines as a result of its ongoing support for fossil fuel projects.<br><br>The UK NCP rejected the complaint and refuse its good offices on the basis that UK export Finance was not a multinational enterprise and the complaint was therefore out of scope.</div>",,OECD National Contact Point,N/A,2314,2315,N/A,Yes,Climate aligned,Public finance,,Cross Cutting Area,,OECD guidelines for Multinational Enterprises|https://mneguidelines.oecd.org/mneguidelines/,Finance;Fossil Fuels;Fossil Fuel Phase Out,CCLW;Sabin,,,
7549,Specific Instance filed to the Australian National Contact Point under the OECD Guidelines for Multinational Enterprises by FoE Australia and Others v ANZ Bank Group Limited,2020,Open,Enhanced climate action,Australia,AUS,"<div>Whether ANZ Bank breached the OECD Guidelines for Multinational Enterprises by failing to disclose emissions arising from its investments, failing to align its portfolio with the goals of the Paris Agreement, and failing to publish climate scenario analysis relating to all ANZ investments</div>",Mitigation,"<div>On 30 January 2020 Friends of the Earth and three individuals submitted a ""specific instance"" complaint to the Australian National Contact Point for the OECD Guidelines for Multinational Enterprises regarding the activities of ANZ bank. The complaint alleged that ANZ had failed to adhere to the OECD Guidelines on three ground: 1. lack of climate-related disclosure and due diligence, 2. Inadequate environmental policies and management, particularly as regards aligning its investments with the goals of the Paris Agreement, and 3. disregard for consumer interests. The complaint contained specific requests for ANZ regarding divestment from coal and other fossil fuels.<br><br>On 24 November 2020 the NCP published an Initial Assessment admitting the complaint. The NCP confirmed that ""Issues of climate change, fossil fuels (and associated GHG) are sufficiently material to responsible business conduct understood by the OECD Guidelines. The information in the Complaint is plausible and relevant to the application of the OECD Guidelines."" However, the assessment excluded requests for divestment from fossil fuels arguing that this was not required by the Guidelines.<br><br></div>",,Australian National Contact Point for the OECD Guidelines,N/A,2316,#N/A,N/A,Yes,Climate aligned,"Corporate framework, Failure to adapt",,,,OECD guidelines for Multinational Enterprises|https://mneguidelines.oecd.org/mneguidelines/,Finance;Fossil Fuels;Disclosure;Oecd,CCLW;Sabin,,,
7550,Instituto Preservar et. al. v. Copelmi Mineração Ltda. and IBAMA,2021,Closed,Enhanced climate action,Brazil,BRA,<div>Whether climate change should be included as a necessary requirement in developing EIAs for thermoelectric power plants</div>,Mitigation,"<div>In May 2021, four NGOs (AGAPAN, INGÁ, COONATERRA-BIONATUR and CEPPA) filed a request for precautionary measures against the Brazilian environmental agency, IBAMA, and Copelmi, a mining company, related to an open-pit coal mining project within the Nova Seival coal-fired power plant, which, if approved, will be the largest coal power plant in Brazil. The plaintiffs identified a series of irregularities in the permitting process, including: (i) inadequate public participation, (ii) the lack of analysis of the EIA by the environmental agency, and (iii) the risks and impacts caused by the project. The request was subsequently converted into a public civil action. The plaintiffs sought to suspend a public hearing and the permitting procedure until several material issues with the EIA are resolved. The Ministério Público, asked to opine on the case, specifically noted the need to undertake a strategic environmental assessment and asked for the assessment of climate change impacts in the general terms of reference for EIAs related to thermal power stations.<br><br></div><div>On August 31, 2021, the court partially granted the precautionary measures to (i) annul the public hearing previously held, (ii) suspend the permitting procedure of the Nova Seival coal-fired power plant until the irregularities in the EIA are addressed, (iii) hold at least three public hearings, and (iv) include specific requirements in the terms of reference of thermoelectric power plants in the state of Rio Grande do Sul related to climate change, the need for a strategic environmental evaluation, and potential risks to public health. The requirements to assess potential climate change damages are grounded in the National Policy of Climate Change and the State Law No. 13.594/2010 (state policy on climate change) in the terms of reference of permitting procedures of thermal power stations in the state of Rio Grande do Sul.</div>",,9th Federal Court of Rio Grande do Sul,Ação Civil Pública Nº 5030786-95.2021.4.04.7100/RS,2317,2318,N/A,Yes,Climate aligned,Enforcing climate standards,,Energy,1092,State Policy on Climate Change (Rio de Grande do Sul)|http://www.al.rs.gov.br/filerepository/repLegis/arquivos/13.594.pdf,power plant,CCLW;Sabin,,,
7551,Eco Oro Minerals Corp. v. Republic of Colombia,2016,Closed,Hindered climate action,International,INT,"<div>Claims arising out of a series of regulatory measures aimed at protecting the páramo ecosystem, affecting a company’s mining concession.</div>",Mitigation,"<div>In 2016, Canadian mining company Eco Oro filed a claim for compensation against Colombia after a series of regulatory measures undertaken by the government to protect the páramo ecosystem. The company alleged that the measures deprived Eco Oro of its mining rights under a 2007 concession contract for the exploration and exploitation of precious metals and associated minerals. The company argued that Colombia breached its obligations under the Free Trade Agreement (FTA) through unlawful and indirect expropriation of its investment and for failing to accord the company’s investment the minimum standard of treatment. Eco Oro sought compensation in the amount of USD 696 million. The filing alleged that Colombia breached Article 811 of the FTA relating to expropriation, as well as multiple aspects of Article 805 relating to the customary international law minimum standard of treatment of aliens, including fair and equitable treatment and full protection and security.<br><br></div><div>On September 9, 2021, the tribunal found Colombia to be in breach of the FTA and Eco Oro entitled to damages. The tribunal decided that there was no breach of Article 811 as the regulatory measures protected a legitimate public welfare objective and were adopted in good faith. However, the tribunal found Colombia to be in breach of Article 805 given the government’s delay in delimiting the Santurbán Páramo and its failure to comply with constitutional obligations to protect the ecosystem at the time of the company’s investment. The company had legitimate expectations to undertake the mining exploitation activities in its concession. The tribunal found Colombia’s conduct to be arbitrary and disproportionate, damaging Eco Oro without serving any apparent purpose. The tribunal concluded that Eco Oro is entitled to damages, which will be decided on a later date upon further input from the parties.</div>",,Arbitral tribunal,ICSID Case No. ARB/16/41,2319,2320,N/A,No,,N/A,,Environment;Industry;Other,,Free Trade Agreement between Colombia and Canada|https://www.international.gc.ca/trade-commerce/trade-agreements-accords-commerciaux/agr-acc/colombia-colombie/fta-ale/background-contexte.aspx?lang=eng,mining,CCLW;Sabin,,,
7552,Greenpeace v. United Kingdom,2021,Closed,Hindered climate action,United Kingdom,GBR,<div>Whether the drilling permit in the North Sea Vorlich project properly considered climate impacts</div>,Mitigation,"<div>In October 2020, Greenpeace brought a case against the U.K. government for awarding BP Plc a permit to drill for 30 million barrels of oil in the North Sea. Greenpeace is challenging the permit on the grounds that the government allegedly failed (i) its legal duty to assess climate impacts, since it only weighed the effects of emissions from production, and not from the consumption of the oil extracted; (ii) to comply with public consultation requirements; and (iii) to assess how much flaring (the controlled burning of natural gas) would take place as a result of the permit being granted. Greenpeace asked the court to overturn the government’s decision to grant BP a permit for the Vorlich oil field. The lack of access to information throughout the permitting process was previously questioned by Greenpeace in another case.&nbsp;<br><br></div><div>The original license for the Vorlich field was granted in 1981, when no obligations or legislation existed to regulate climate impacts. In 2018, the Oil and Gas Authority (OGA) approved the development of BP’s 200 million-pound ($275 million) Vorlich project, with the consent of the Secretary of State, which carries out the Environmental Statement process, and granted a final permit to extract 30 million barrels of oil. In 2020, the notice of the Secretary of State’s agreement to the consent, and the OGA’s grant of consent in relation to the Vorlich field were published. BP began extraction from Vorlich in November 2020 and expects to extract 20,000 barrels of oil per day at peak production.<br><br></div><div>A hearing was held in September 2021. According to news reports, the UK government argued during the hearing that the legal duty to consider indirect impacts of oil drilling on climate change did not extend to the emissions coming from burning oil extracted and that assessing such emissions would be impossible. A decision from a panel of three judges is pending.&nbsp;<br><br></div><div>On October 7, 2021 a three judge panel from the Scottish Court of Sessions dismissed the case. The Court confirmed that the matters under consideration, including the issue of consumption emissions, could be considered on the merits by the court despite the previous proceedings. Nonetheless, the Court dismissed the contention that the Secretary of State should have considered the consumption based emissions associated with the project. The Court argued that there was no duty to consider consumption based emissions from the project as part of the environmental impact assessment of the project, arguing that the question of whether the development of new oil and gas projects should cease is a political and not a legal one.</div>",,Court of Sessions,N/A,2321,2322,N/A,Yes,Climate aligned,Enforcing climate standards,,Coastal zones;Energy,1755,The Offshore Petroleum Production and Pipe-lines (Assessment of Environmental Effects) Regulations 1999|https://www.legislation.gov.uk/uksi/1999/360/regulation/16#regulation-16-1,Offshore;Oil and gas,CCLW;Sabin,,,
7553,Environment Victoria vs the EPA et. al.,2021,Open,N/A,Australia,AUS,<div>Whether the EPA complied with the Climate Change Act when issuing a new license for coal-burning power stations that failed to lower the limits of GHG emissions.</div>,Mitigation,"<div>On September 20, 2021, Environment Victoria launched a legal action against the Environment Protection Authority (EPA) and AGL Energy, EnergyAustralia, and Alinta, owners of Victoria’s three remaining coal-burning power stations. The plaintiffs question EPA’s review of three power station licenses, which lacked more stringent limits on GHG emissions. Environment Victoria argues that the EPA has failed to require best practice management of toxic emissions, take proper account of the environmental principles in the Environment Protection Act and consider key sections of the 2017 Climate Change Act. Environment Australia asks the court to revoke, amend, and attach certain conditions to the licenses.<br><br></div><div>In November 2017, the EPA announced the review of Victoria’s coal power stations. In March 2021, the EPA announced new license conditions for the state’s three remaining coal power stations. In August 2021, the EPA granted the permits and capped GHG emissions at “approximately current levels,” instead of lowering the required standards. Victoria’s Climate Change Act requires the EPA to consider climate change in their review of coal power station licenses, which, according to the plaintiffs, the EPA failed to do. The emissions form the coal-burning power stations represent about 40% of Victoria’s total emissions. The plaintiffs also question the limits on toxic air pollution, including sulfur dioxide, fine particles (PM2.5) and mercury.</div>",,Supreme Court of Victoria,S ECI 2021 03415,2326;2325;2324;2323,2328;2327,N/A,Yes,Climate aligned,Enforcing climate standards,,Energy,,Climate Change Act 2017 of Victoria|https://www.climatechange.vic.gov.au/legislation/climate-change-act-2017;Environmental Protection Act 1970 (Victoria)|https://www.ecolex.org/details/legislation/environment-protection-act-1970-no-8056-lex-faoc045854/,Coal,CCLW;Sabin,,,
7554,Abrahams v. Commonwealth Bank of Australia (2021),2021,Open,N/A,Australia,AUS,<div>Access to a bank’s investment documents to assess its compliance with the Paris Agreement.</div>,Mitigation,"<div>On August 26, 2021, Guy and Kim Abrahams as trustees for the Abrahams Family Trust, shareholders in the Commonwealth Bank of Australia (CBA), filed an application in the Federal Court of Australia, seeking access to internal documents under the Corporations Act 2001 (Cth). The documents relate to the bank’s reported involvement with several projects including a gas pipeline in the US, a gas project in Queensland, a gas field and an oil field, among other projects that potentially infringe the bank’s Environmental and Social Framework (E&amp;S Framework) and Environmental and Social Policy (E&amp;S Policy). In particular, the E&amp;S Framework and the E&amp;S Policy require that the bank carries out an assessment of the environmental, social and economic impacts of the projects and whether the projects are in line with the goals of the Paris Agreement.<br><br></div><div><br></div><div>On November 4, 2021, the Federal Court of Australia held a hearing to consider proposed consent orders that had been agreed by the parties in previous correspondence. In essence, the proposed consent orders allow the Plaintiffs to inspect a limited scope of the documents sought at the beginning of the proceedings. The plaintiffs’ legal representative made short oral submissions on the evidence before the Court in order to establish that the plaintiffs were acting in good faith and that inspection was to be made for a proper purpose, as is required by law. CBA made a limited admission to the same effect. On the basis of the limited admission and the evidence before the Court, the Court was satisfied that the plaintiffs met the good faith and proper purpose requirements and made the consent orders. CBA must now produce the relevant documents to the plaintiffs for inspection in two tranches on December 9, 2021 and February 10, 2022. If the documents provided by CBA under these orders do not sufficiently alleviate the plaintiffs’ concerns as set out in their application, the plaintiffs have reserved their right to apply to the Court for production of the balance of documents sought in the original application.<br><br></div><div>The matter is listed for a further case management hearing on March 10, 2022.</div>",,Federal Court of Australia,NSD864/2021,2329,2330,N/A,Yes,Climate aligned,Climate-washing,,Energy;Finance;Other,,Paris Agreement|;Corporations Act|https://www.legislation.gov.au/Details/C2017C00129,0,CCLW;Sabin,,,
7555,Vanderstock and Anor vs the State of Victoria,2021,Open,N/A,Australia,AUS,<div>Whether the State of Victoria has the constitutional authority to institute a tax on electric vehicle drivers.&nbsp;</div>,Mitigation,"<div>On September 16, 2021, two electric vehicle drivers, Mr. Christopher Vanderstock and Ms. Kathleen Davis, brought a claim in the High Court of Australia against the State of Victoria to challenge the Zero and Low Emission Vehicle Distance-based Charge Act 2021 (Vic) (ZLEV Act). The ZLEV Act, adopted in July 2021, introduces a new tax that charges electric vehicle drivers between 2 and 2.5 cents for every kilometre they drive. In addition, drivers of electric vehicles are required to submit annual odometer readings to state authorities from which an annual charge is calculated. The plaintiffs argue that the State of Victoria lacks the constitutional authority to impose such a charge based on Section 90 of the Commonwealth Constitution, which, they claim, reserves the exclusive power to levy such charges for the Commonwealth.&nbsp;</div><div><br></div><div>While the plaintiffs do not question the act based on a material issue of law that involve climate change, this case is on the leading edge of an issue and is therefore included on an exceptional basis in the database.&nbsp;</div><div><br></div><div>On October 19, 2021, the court set out the timetable for the proceedings.&nbsp;</div>",,Federal High Court,M61/2021,2331,2332,2405,Yes,Climate aligned,Enforcing climate standards,,Transport,,Zero and Low Emission Vehicle Distance-based Charge Act 2021 (Victoria)|https://www.legislation.vic.gov.au/as-made/acts/zero-and-low-emission-vehicle-distance-based-charge-act-2021,Road;Ev,CCLW;Sabin,,,
7556,Complaint to Ad Standards on HSBC’s Great Barrier Reef ad,2021,Open,N/A,Australia,AUS,<div>Whether HSBC’s campaigns protecting the Great Barrier Reef are considered greenwashing given its links to fossil fuel companies.</div>,Mitigation,"<div>According to a news report, on September 16, 2021, a 17-year-old student, Ava Shearer, filed a complaint at Ad Standards, an Australian organisation that manages consumer and competitor complaints concerning the country’s self-regulatory advertising codes, against HSBC for a marketing campaign touting its support for protection of the Great Barrier Reef while funding fossil fuel operations. Ms. Shearer claims that HSBC’s ads, which claim to be investing in the reef’s future and “reef credits” to support water quality, are contradicted by its financial links to fossil fuel projects that negatively contribute to the climate crisis. Ad Standards will assess the claim and potentially initiate a case against HSBC. The Environmental Claims Code covers truthful and factual presentation, genuine benefit to the environment, and substantiation of claims.</div>",,Advertising Standards Complaints Board,N/A,2333,2337;2336;2335;2334,N/A,Yes,Climate aligned,Climate-washing,,Coastal zones;Environment;Finance;Other,,,Greenwashing,CCLW;Sabin,,,
7557,Ministério Público Federal v. IBAMA,2020,Open,Hindered climate action,Brazil,BRA,<div>Asking for increased command-and-control measures to reduce illegal deforestation in hotspots in the Brazilian Amazon rainforest.</div>,Mitigation,"<div>On April 24, 2020, the Ministério Público Federal (MPF) requested a preliminary injunction asking the federal government to immediately promote command-and-control measures to prevent deforestation in at least ten areas with the highest incidence of environmental crimes in the Amazon rainforest. The petition calls for the federal government, the Brazilian Institute for the Environment and Renewable Natural Resources (IBAMA), the Chico Mendes Institute for Biodiversity Conservation (ICMBio) and the National Indigenous Foundation (Funai) to work together to contain the action of loggers, miners, land grabbers, among other agents in deforestation hotspots through command-and-control measures.<br><br></div><div>The petition is grounded in scientific data that highlights the significant increase in deforestation in 2020, along with a reduction of federal inspection activity by the environmental agencies. The petition is grounded on the Action Plan for the Prevention and Control of Deforestation in the Legal Amazon (PPCDAm). The PPCDAm follows Brazil’s target under the Paris Agreement and the National Policy on Climate Change of reducing deforestation in Amazonia by 80% by 2020, based on the 1996-2005 average.<br><br></div><div>The MPF calls on the different government bodies to present an enforcement plan and rapid timeline to implement the necessary mechanisms to contain illegal deforestation. The MPF further requests for the adoption of sanitary barriers and the expulsion of land grabbers in Indigenous lands situated in critical areas of deforestation. The petition also requests that the federal government promote coordination, articulation and cooperation, mobilizing the command-and-control forces of different ministries - Ministry of Justice, Ministry of Defense, Ministry of Environment - to support the exercise of social and environmental police powers necessary for the implementation of an emergency plan. The Union must also make viable the personnel and budgetary resources necessary for the implementation of inspection actions.<br><br>On May 21, 2020, the judge in the lower court granted the injunction. The injunction was suspended by the appellate federal court.</div>",,7th Federal Environmental and Agrarian Court of the Judiciary Section of Amazonas,Ação Civil Pública nº 1007104-63.2020.4.01.3200,2338,2339,N/A,Yes,Climate aligned,Enforcing climate standards,,LULUCF,"1092, 9737",Paris Agreement|,Deforestation,CCLW;Sabin,,,
7558,Brasilcom et. al. v. Ministério de Minas e Energia,2020,Closed,Enhanced climate action,Brazil,BRA,<div>Whether to allow for further reduction of decarbonization targets due to the Covid-19 pandemic.</div>,Mitigation,"<div>On November 18, 2020, the Association of Fuel Distributors (Brasilcom) filed a writ of mandamus with the aim of reducing by 25% the acquisition targets of 14.5 million annual Decarbonization Credits (CBios) for fuel distributors corresponding to the sales of ethanol and biodiesel by mills and distilleries. The writ intended to modify the individual targets for the distributors in the RenovaBio (National Biofuels Policy, Law No. 13.576/2017) program. Renovabio has the goal of contributing to the targets under the Paris Agreement, expanding biofuels in the energy matrix, ensuring the predictability of the fuel market, inducing gains in energy efficiency and reducing GHG emissions in the production, sale and use of biofuels. The annual national decarbonization targets for the fuel sector are RenovaBio’s main instrument. In 2019, the individual mandatory measures for the distributors of fuel were defined in ANP Resolution No. 791/2019.<br><br></div><div>Yet in 2020, the National Counsel of Energy Policy (CNPE) reduced the initial measures due to the effects of the Covid-19 pandemic in the distribution of fuel (CNPE Resolution No. 8/2020). On November 3, 2020, distributors filed a petition to only comply with 50% of current measures, amounting to only 25% of the original targets. The lower court granted the injunction and suspended the terms of the schedule for the acquisition of CBios and accepted the request for a reduction of the targets. On November 16, 2020, the appellate court reversed the decision. On December 5, 2020, the STJ maintained the decision that annulled the injunction.</div>",,"Superior Court of Justice
",MS nº 27093 / DF (2020/0306047-4) / Mandado de Segurança 1062057-56.2020.4.01.3400,2341;2340,2342,N/A,No,,N/A,,Energy,8591,,fuels,CCLW;Sabin,,,
7559,Deutsche Umwelthilfe (DUH) v. Bayerische Motoren Werke AG (BMW),2021,Open,N/A,Germany,DEU,<div>Whether BMW is infringing the right to climate protection by not achieving carbon neutrality in internal combustion engine cars.</div>,Mitigation,"<div>On September 20, 2021, the German environmental organization Deutsche Umwelthilfe (DUH) filed an action against BMW for refusing to tighten their carbon emissions target and give up fossil fuel-emitting cars by 2030. DUH argues that the automaker is violating the fundamental right to climate protection and impinging on the rights and freedoms of future generations by not adhering to a “fair” carbon budget. The claim is grounded on the Paris Agreement and the German Climate Protection Act. The plaintiff relies on the earlier decision by the Federal Constitutional Court (BVerfG) on the Climate Change Act, noting the fact that Germany has a limited total emissions budget of CO2 emissions at its disposal (<a href=""http://climatecasechart.com/climate-change-litigation/non-us-case/neubauer-et-al-v-germany/"">Neubauer v. Germany</a>).<br><br></div><div>DUH asks, (i) if BMW cannot prove GHG neutrality for the use of cars by October 31, 2030, that BMW stops producing internal combustion engine (ICE) cars and (ii) if BMW cannot prove GHG neutrality for the CO2 emissions exceeding 604 million tonnes (equivalent to the real use of passenger cars based on an average mileage of 200,000 km), that the court order BMW to stop bringing new ICE passenger cars onto the market between January 1, 2022 and October 31, 2030. Alternatively, DUH asks the court to order BMW to stop bringing new ICE passenger cars onto the market after October 31, 2030 if they cannot prove GHG neutrality. The requested ban on producing new ICE cars would be earlier than the 2035 effective ban proposed by the EU in July 2021.</div>",,Regional Court of Munich,N/A,2343,2344,N/A,Yes,Climate aligned,Corporate framework,,Industry;Transport,9409,Paris Agreement|,0,CCLW;Sabin,,,
7560,Deutsche Umwelthilfe (DUH) v. Mercedes-Benz AG,2021,Open,N/A,Germany,DEU,<div>Whether Mercedes-Benz is infringing the right to climate protection by not achieving carbon neutrality in internal combustion engine cars.</div>,Mitigation,"<div>On September 20, 2021, the German environmental organization Deutsche Umwelthilfe (DUH) filed an action against Mercedes-Benz for refusing to tighten their carbon emissions target and give up fossil fuel-emitting cars by 2030. DUH argues that the automaker is violating the fundamental right to climate protection and impinging on the rights and freedoms of future generations by not adhering to a “fair” carbon budget. The claim is grounded on the Paris Agreement and the German Climate Protection Act. The plaintiff relies on the earlier decision by the Federal Constitutional Court (BVerfG) on the Climate Change Act, noting the fact that Germany has a limited total emissions budget of CO2 emissions at its disposal (<a href=""http://climatecasechart.com/climate-change-litigation/non-us-case/neubauer-et-al-v-germany/"">Neubauer v. Germany</a>).<br><br></div><div>DUH asks, (i) if BMW cannot prove GHG neutrality for the use of cars by October 31, 2030, that BMW stops producing internal combustion engine (ICE) cars and (ii) if BMW cannot prove GHG neutrality for the CO2 emissions exceeding 511 million tonnes (equivalent to the real use of passenger cars based on an average mileage of 200,000 km), that the court order BMW to stop bringing new ICE passenger cars onto the market between January 1, 2022 and October 31, 2030. Alternatively, DUH asks the court to order BMW to stop bringing new ICE passenger cars onto the market after October 31, 2030 if they cannot prove GHG neutrality. The requested ban on producing new ICE cars would be earlier than the 2035 effective ban proposed by the EU in July 2021.</div>",,Regional Court of Stuttgart,N/A,2345,2346,N/A,Yes,Climate aligned,Corporate framework,,Industry;Transport,9409,Paris Agreement|,0,CCLW;Sabin,,,
7561,Deutsche Umwelthilfe (DUH) v. Nordrhein-Westfalen (NRW),2020,Open,N/A,Germany,DEU,<div>The inadequacy of a climate protection law in the State of Nordrhein-Westfalen.</div>,Mitigation,"<div>On December 3, 2020, Deutsche Umwelthilfe (DUH) brought a claim against the state of Nordrhein-Westfalen (NRW) and asks the court to order the NRW government to update the climate protection plan. The NRW Climate Protection Act requires a climate protection plan to be adopted by 2013 and updated every 5 years. The climate protection plan was adopted in 2015, after the deadline had passed. The plaintiffs argue that the plan should be updated in 2018, 5 years after the 2013 deadline, rather than in 2020. Given that the NRW government had yet to update its plan, the plaintiffs claim the state government is in breach of the NRW Climate Protection Act, and ask the court to order an immediate update of the plan.</div>",,Higher Administrative Court of North Rhine-Westphalia,N/A,2347,2348,N/A,Yes,Climate aligned,Government framework,,Economy-wide;Other,9409,,Climate action plan,CCLW;Sabin,,,
7562,Jannis Krüßmann et al. v. Nordrhein-Westfalen (NRW),2021,Closed,Hindered climate action,Germany,DEU,<div>The inadequacy of a climate protection law in the State of Nordrhein-Westfalen.</div>,Mitigation,"<div>On July 15, 2021, Jannis Krüßmann, Lea Wynhoff, Tobias Linck, and Mia Hense brought a constitutional claim against the state of Nordrhein-Westfalen (NRW) for the inadequacy of the adopted climate law. The plaintiffs rely on the Paris Agreement and the Basic Law to call on the state legislature to set a pathway to reducing greenhouse gas emissions to comply with the remaining CO2 budget and adopt sufficient instruments to achieve and verify the climate protection targets required.&nbsp;<br><br></div><div>NRW is the state with the biggest population and the highest greenhouse gas emissions. The 2013 NRW Climate Protection Act was revised on July 1, 2021, raising the climate protection targets for the years 2030 (greenhouse gas emissions reduction by 65%), 2040 (greenhouse gas emissions reduction by 88%) and 2045 (achieve carbon neutrality). However, instruments with specific deadlines were deleted from the law. According to the plaintiffs, there are insufficient interim targets up to 2030 and between 2030 and 2040. In addition, there are no instruments in place to ensure that attainment of the target, except for self-reporting, and with which to respond to noncompliance with the targets.<br><br></div><div>The plaintiffs rely on the decision in (<a href=""http://climatecasechart.com/climate-change-litigation/non-us-case/neubauer-et-al-v-germany/"">Neubauer v. Germany</a>). Although Germany has adjusted their climate goals at the federal level, the plaintiffs argue that codification is also required at the state level, as states bear the co-responsibility for protecting lives and civil liberties, including safeguarding the natural foundations of life for future generations, within their own sphere of competence. The plaintiffs argue that the law falls short of constitutional requirements. They assert a violation of the duty to protect and a claim under fundamental rights to defend themselves against the considerable future restrictions of freedom which – in view of rapidly progressing climate change – are to be seen as inevitable and are already inherent in the omitted action of the legislature of the State of Nordrhein-Westfalen.</div>",,Federal Constitutional Court,N/A,2349,2350,N/A,Yes,Climate aligned,Government framework,,Economy-wide;Other,9409,Paris Agreement|;German Constitution |,0,CCLW;Sabin,,,
7563,"Alena Hochstadt, et al. v. State of Hesse",2021,Closed,Hindered climate action,Germany,DEU,<div>The lack of a climate protection law in the State of Hesse.</div>,Mitigation,"<div>On September 09, 2021, the youth plaintiffs Alena Hochstadt, Dennis Georg, and Lilly Claudi brought a claim against the state of Hesse, arguing that the state’s failure to adopt a climate law violated plaintiffs’ constitutional rights. The plaintiffs rely on the Paris Agreement and the German Constitution to demand that the state legislature sets a pathway to reducing greenhouse gas emissions to comply with the remaining CO2 budget to achieve carbon neutrality (calculated and distributed over the remaining period until the 1.5oC target is achieved), especially considering the Federal Climate Protection Act, and the goal of achieving climate neutrality by 2045. The temperature targets are informed by the Paris Agreement.&nbsp;<br><br></div><div>In June 2021, the Hessian Climate Change Act was introduced to the state parliament. The bill is currently under debate. However, the plaintiffs argue that, in its current draft form, it does not fulfil the constitutional obligations for climate protection, as it does not specify a reliable reduction pathway for complying with the remaining CO2 budget on account of the lack of any annual target-setting. The plaintiffs also argue that the 2012 Hessian Energy Future Act is insufficient as it only sets a nonbinding target for the expansion of renewable energy. The plaintiffs argue that the lack of more stringent targets at the state level violates their fundamental constitutional rights.&nbsp;<br><br></div><div>Consistent with the German TKTK court’s decision in (<a href=""http://climatecasechart.com/climate-change-litigation/non-us-case/neubauer-et-al-v-germany/"">Neubauer v. Germany</a>), the German national government has adjusted its climate goals. Plaintiffs argue that codification is also required at the state level, as states bear the co-responsibility for protecting lives and civil liberties, including safeguarding the natural foundations of life for future generations, within their own sphere of competence. The lack of legislation at the state level is unconstitutional given that the state has failed to protect citizens against climate change. The plaintiffs argue they have a fundamental right to defend themselves against the considerable future restrictions of freedom which – in view of rapidly progressing climate change – are to be seen as inevitable and already inherent in the omitted action of the legislature of the State of Hesse.</div>",,Federal Constitutional Court,N/A,2351,2352,N/A,Yes,Climate aligned,Government framework,,Economy-wide;Other,9409,Paris Agreement|;German Constitution |,0,CCLW;Sabin,,,
